450,0
450.08417,203.407
450.16837,203.197
450.25256,203.341
450.33676,203.13
450.42093,203.47
450.50513,204.186
450.58932,204.507
450.67349,204.429
450.75769,204.689
450.84189,204.803
450.92609,204.299
451.01025,203.556
451.09445,203.922
451.17865,204.824
451.26282,204.987
451.34702,204.563
451.43121,203.343
451.51541,202.581
451.59958,203.351
451.68378,204.703
451.76797,204.96
451.85214,204.552
451.93634,204.178
452.02054,204.107
452.10474,204.707
452.1889,203.965
452.2731,203.26
452.3573,203.563
452.44147,203.933
452.52567,203.999
452.60986,204.026
452.69406,204.433
452.77823,204.968
452.86243,204.438
452.94662,204.661
453.03079,204.83
453.11499,204.58
453.19919,204.555
453.28339,204.221
453.36755,204.321
453.45175,204.769
453.53595,204.868
453.62012,204.462
453.70432,204.5
453.78851,204.428
453.87271,204.409
453.95688,204.222
454.04108,203.304
454.12527,203.222
454.20944,203.865
454.29364,204.446
454.37784,204.273
454.46204,203.628
454.5462,203.59
454.6304,204.534
454.7146,205.109
454.79877,204.723
454.88297,204.412
454.96716,203.645
455.05136,203.587
455.13553,203.508
455.21973,203.906
455.30392,204.807
455.38809,204.943
455.47229,204.508
455.55649,203.916
455.64069,204.254
455.72485,204.399
455.80905,204.077
455.89325,203.942
455.97742,203.655
456.06161,204.106
456.14581,204.954
456.23001,204.237
456.31418,203.433
456.39838,203.517
456.48257,203.427
456.56674,203.551
456.65094,204.293
456.73514,204.638
456.81934,204.496
456.9035,204.738
456.9877,204.618
457.0719,203.821
457.15607,203.738
457.24026,204.34
457.32446,204.378
457.40866,203.756
457.49283,203.457
457.57703,203.809
457.66122,203.886
457.74539,203.384
457.82959,203.663
457.91379,204.361
457.99799,204.378
458.08215,203.702
458.16635,203.139
458.25055,203.299
458.33472,203.942
458.41891,204.459
458.50311,204.319
458.58731,203.978
458.67148,203.556
458.75568,203.498
458.83987,203.616
458.92404,203.447
459.00824,203.617
459.09244,203.544
459.17661,204.136
459.2608,203.466
459.345,202.758
459.4292,203.335
459.51337,203.829
459.59756,203.705
459.68176,203.66
459.76593,204.022
459.85013,203.601
459.93433,203.206
460.01852,203.545
460.10269,203.915
460.18689,203.646
460.27109,203.363
460.35526,203.833
460.43945,204.209
460.52365,204.696
460.60785,204.767
460.69202,204.043
460.77621,203.71
460.86041,204.253
460.94458,204.48
461.02878,204.193
461.11298,204.017
461.19717,204.307
461.28134,205.053
461.36554,203.793
461.44974,202.848
461.53391,203.367
461.6181,203.581
461.7023,203.571
461.7865,204.597
461.87067,204.968
461.95486,204.73
462.03906,203.975
462.12323,203.678
462.20743,203.865
462.29163,203.616
462.37582,203.472
462.45999,203.775
462.54419,203.722
462.62839,203.354
462.71255,203.712
462.79675,204.043
462.88095,204.416
462.96515,204.509
463.04932,204.386
463.13351,204.017
463.21771,202.882
463.30188,202.946
463.38608,203.648
463.47028,204.225
463.55447,204.969
463.63864,205.299
463.72284,205.089
463.80704,204.695
463.8912,204.204
463.9754,204.218
464.0596,204.434
464.1438,203.797
464.22797,204.196
464.31216,204.998
464.39636,205.391
464.48053,205.512
464.56473,204.866
464.64893,204.243
464.73312,204.211
464.81729,204.524
464.90149,204.246
464.98569,203.524
465.06985,203.131
465.15405,203.417
465.23825,203.891
465.32245,204.228
465.40662,204.441
465.49081,204.121
465.57501,205.227
465.65918,205.276
465.74338,204.676
465.82758,204.593
465.91177,204.46
465.99594,204.73
466.08014,204.393
466.16434,203.708
466.2485,203.777
466.3327,203.981
466.4169,204.082
466.5011,204.501
466.58527,204.896
466.66946,204.695
466.75366,204.653
466.83783,205.084
466.92203,204.045
467.00623,204.07
467.09042,204.316
467.17459,203.989
467.25879,203.591
467.34299,203.784
467.42715,204.316
467.51135,203.926
467.59555,203.696
467.67975,204.594
467.76392,205.507
467.84811,205.336
467.93231,204.572
468.01648,204.468
468.10068,205.192
468.18488,205.485
468.26907,204.944
468.35324,204.116
468.43744,203.675
468.52164,204.057
468.6058,204.306
468.69,204.04
468.7742,203.627
468.8584,203.515
468.94257,204.11
469.02676,204.746
469.11096,204.633
469.19513,203.652
469.27933,203.103
469.36353,203.522
469.44772,203.911
469.53189,203.71
469.61609,203.822
469.70029,204.56
469.78445,204.547
469.86865,203.788
469.95285,203.666
470.03705,204.024
470.12122,204.401
470.20541,204.466
470.28961,204.506
470.37378,204.894
470.45798,204.801
470.54218,204.077
470.62637,203.344
470.71054,202.962
470.79474,202.661
470.87894,203.339
470.9631,204.192
471.0473,203.516
471.1315,203.063
471.2157,204.006
471.29987,204.925
471.38406,204.406
471.46826,203.286
471.55243,202.344
471.63663,203.061
471.72083,204.586
471.80502,205.31
471.88919,205.591
471.97339,203.892
472.05759,203.717
472.14175,203.69
472.22595,202.958
472.31015,202.652
472.39435,202.919
472.47852,203.06
472.56271,203.584
472.64691,204.278
472.73108,204.46
472.81528,204.428
472.89948,203.616
472.98367,203.631
473.06784,203.914
473.15204,203.514
473.23624,202.793
473.3204,202.956
473.4046,204.185
