Wavelength (nm),Transmission (%)
2121,86.90039444
2120,86.92412949
2119,87.06555939
2118,86.72835541
2117,86.74447251
2116,87.01561356
2115,86.77983475
2114,86.6821518
2113,86.69626618
2112,86.74475861
2111,87.01118088
2110,86.59736633
2109,86.67590714
2108,86.27036286
2107,86.45304871
2106,86.61802292
2105,86.36567688
2104,86.32683563
2103,86.45591355
2102,86.45880509
2101,86.18538666
2100,86.48605728
2099,86.08502579
2098,86.21871567
2097,86.02098084
2096,85.92978668
2095,85.90475846
2094,85.81971741
2093,85.75767517
2092,85.95628357
2091,85.91794968
2090,85.7232666
2089,85.71984482
2088,85.56159973
2087,85.62867356
2086,85.58289719
2085,85.67863465
2084,85.41179276
2083,85.70147324
2082,85.26978302
2081,85.30378723
2080,85.33256531
2079,85.14910126
2078,85.2267189
2077,84.92041779
2076,84.95917511
2075,85.19478608
2074,84.84376145
2073,84.72948456
2072,84.78394699
2071,84.84116364
2070,84.70121765
2069,84.56086731
2068,84.71603775
2067,84.56349945
2066,84.48410416
2065,84.35965729
2064,84.43466568
2063,84.29356003
2062,84.39487458
2061,84.21920777
2060,84.14481735
2059,84.35033035
2058,84.0304718
2057,84.09404373
2056,83.96858216
2055,83.87415696
2054,83.82798386
2053,83.92708588
2052,83.84574509
2051,83.80927658
2050,83.69725418
2049,83.57265472
2048,83.66294861
2047,83.72227097
2046,83.60350037
2045,83.41849137
2044,83.51394272
2043,83.42235565
2042,83.27802277
2041,83.28347397
2040,83.18087006
2039,83.20964813
2038,83.17725754
2037,83.0524292
2036,83.31622315
2035,83.01093674
2034,83.13589859
2033,82.91105652
2032,82.87874222
2031,82.96578598
2030,82.77466584
2029,82.73073197
2028,82.66164399
2027,82.68247986
2026,82.71745682
2025,82.69261551
2024,82.78147888
2023,82.60356903
2022,82.5538826
2021,82.52972031
2020,82.60581207
2019,82.48327637
2018,82.5210495
2017,82.42217255
2016,82.45505524
2015,82.50253678
2014,82.25123596
2013,82.31915283
2012,82.27809143
2011,82.18444443
2010,82.24441147
2009,82.13559723
2008,82.18293381
2007,81.91890717
2006,82.00691986
2005,81.88562394
2004,81.76592636
2003,81.89614105
2002,81.9896698
2001,81.65973282
2000,81.92605972
1999,81.78979493
1998,81.77254868
1997,81.76614761
1996,81.80128861
1995,81.59599686
1994,81.58596421
1993,81.48466873
1992,81.59578705
1991,81.57432556
1990,81.40804291
1989,81.55960846
1988,81.35990525
1987,81.39708329
1986,81.3653183
1985,81.34136963
1984,81.41386414
1983,81.34808731
1982,81.26085282
1981,81.29310227
1980,81.23442078
1979,81.27607346
1978,81.03967285
1977,81.25107575
1976,81.3941536
1975,81.18661499
1974,81.14153672
1973,81.05161667
1972,81.08881379
1971,81.18667603
1970,81.14979172
1969,81.03459168
1968,80.96245957
1967,80.9529152
1966,81.20145417
1965,80.94416809
1964,80.78349686
1963,80.91766358
1962,81.02777481
1961,80.89142991
1960,80.95697403
1959,80.9750557
1958,81.00532913
1957,80.88014984
1956,80.94267273
1955,81.07868195
1954,80.95244599
1953,80.75808716
1952,80.81938171
1951,80.86310578
1950,80.89030838
1949,80.98589707
1948,80.70035172
1947,80.799469
1946,80.99620819
1945,80.93016053
1944,80.98477555
1943,80.86594391
1942,80.816288
1941,80.86087418
1940,80.86024857
1939,80.92603684
1938,80.90906144
1937,81.07436371
1936,80.93934632
1935,80.92276001
1934,80.90284348
1933,81.02281189
1932,80.99416733
1931,80.79156113
1930,81.13611985
1929,80.97298431
1928,81.08503723
1927,80.95615006
1926,81.00218964
1925,81.17797852
1924,80.984375
1923,81.12609482
1922,81.15234757
1921,81.12578201
1920,81.07993317
1919,81.17748261
1918,81.19891739
1917,81.26524353
1916,81.16084671
1915,81.39459229
1914,81.39359665
1913,81.23773575
1912,81.54855347
1911,81.41657639
1910,81.50865555
1909,81.43927002
1908,81.44382096
1907,81.50168228
1906,81.66617584
1905,81.53824997
1904,81.52127457
1903,81.54648972
1902,81.64593887
1901,81.66384888
1900,81.73036194
1899,81.89113236
1898,81.80596542
1897,81.90574265
1896,81.84725189
1895,81.923172
1894,82.01681519
1893,81.97613907
1892,81.98529434
1891,82.05820084
1890,82.20501709
1889,82.17763901
1888,82.11815643
1887,82.3500557
1886,82.43264008
1885,82.38331986
1884,82.5250473
1883,82.55519104
1882,82.47355271
1881,82.65763855
1880,82.71149445
1879,82.59169007
1878,82.747715
1877,82.68000412
1876,82.94038773
1875,82.87779999
1874,82.9505043
1873,82.95874787
1872,83.14159775
1871,83.1746521
1870,83.24007416
1869,83.15117264
1868,83.17432785
1867,83.3045845
1866,83.30137253
1865,83.42538453
1864,83.44506073
1863,83.6397171
1862,83.55007935
1861,83.70648957
1860,83.62641525
1859,83.71864701
1858,83.84894562
1857,83.95272828
1856,83.94945145
1855,83.79920197
1854,84.06713867
1853,84.16970444
1852,84.24942017
1851,84.24349976
1850,84.21758271
1849,84.35946656
1848,84.48321915
1847,84.46087265
1846,84.45887757
1845,84.60651016
1844,84.66838837
1843,84.68331909
1842,84.72798157
1841,84.80751801
1840,85.0047493
1839,84.91008377
1838,85.00405503
1837,85.02488709
1836,85.1729393
1835,85.13541031
1834,85.20286179
1833,85.28090668
1832,85.35140991
1831,85.27680207
1830,85.4758873
1829,85.51750565
1828,85.52907944
1827,85.59386444
1826,85.65411377
1825,85.78912735
1824,85.69007492
1823,85.80814743
1822,85.81560135
1821,85.88173294
1820,85.94454956
1819,85.96096039
1818,85.9836998
1817,86.03191757
1816,86.04391861
1815,86.18391037
1814,86.15144348
1813,86.25841523
1812,86.34012223
1811,86.39725495
1810,86.35074616
1809,86.37675858
1808,86.48083878
1807,86.50394822
1806,86.59720993
1805,86.64761734
1804,86.58033371
1803,86.63170243
1802,86.71448898
1801,86.77296067
1800,86.71486664
1799,86.83137894
1798,86.81313705
1797,86.86681748
1796,86.82702637
1795,86.88021088
1794,86.87866974
1793,86.9345398
1792,86.98834992
1791,87.00492859
1790,86.96113205
1789,86.99713516
1788,86.98927689
1787,87.02409745
1786,87.06832505
1785,87.08410645
1784,87.06991959
1783,87.03792191
1782,87.08351517
1781,87.07761002
1780,87.17598725
1779,87.07946778
1778,87.07226944
1777,87.06070328
1776,87.17464066
1775,87.18105698
1774,87.06191635
1773,87.06268311
1772,87.00028229
1771,87.06225205
1770,87.08808136
1769,87.08000565
1768,87.02801514
1767,86.9675293
1766,86.98414231
1765,87.0342865
1764,86.98567582
1763,86.9411583
1762,86.94051361
1761,86.8574295
1760,86.83797074
1759,86.88388443
1758,86.85041428
1757,86.78752137
1756,86.80364991
1755,86.74132538
1754,86.6889534
1753,86.65268707
1752,86.61359787
1751,86.61776733
1750,86.51775742
1749,86.50785446
1748,86.44094467
1747,86.2913971
1746,86.38239289
1745,86.22886277
1744,86.209301
1743,86.20453263
1742,86.13396073
1741,86.08234787
1740,86.02329636
1739,85.97031403
1738,85.93665314
1737,85.81109238
1736,85.81484986
1735,85.67385483
1734,85.70003128
1733,85.59754944
1732,85.54051209
1731,85.49178314
1730,85.28808594
1729,85.37285614
1728,85.31439209
1727,85.15250779
1726,85.11339569
1725,85.01379776
1724,84.86825562
1723,84.81894302
1722,84.78967667
1721,84.62966538
1720,84.62282562
1719,84.51093293
1718,84.35909653
1717,84.31080628
1716,84.20640945
1715,84.15847016
1714,84.03491211
1713,83.98984528
1712,83.8944397
1711,83.75877762
1710,83.73414231
1709,83.63465119
1708,83.51641083
1707,83.47175217
1706,83.27498627
1705,83.19024277
1704,83.14968491
1703,83.05936051
1702,83.0070076
1701,82.88360977
1700,82.7154541
1699,82.62971878
1698,82.5254097
1697,82.4630928
1696,82.35036087
1695,82.26458359
1694,82.14844895
1693,82.04337692
1692,82.03569413
1691,81.84069062
1690,81.71978378
1689,81.67700196
1688,81.5880394
1687,81.40127564
1686,81.32961274
1685,81.21562577
1684,81.13015366
1683,81.08987808
1682,80.92889786
1681,80.84893418
1680,80.69990159
1679,80.63704682
1678,80.52358627
1677,80.44387055
1676,80.32645035
1675,80.22690964
1674,80.1690712
1673,80.07895279
1672,79.98876572
1671,79.84658814
1670,79.74599838
1669,79.59273529
1668,79.57379151
1667,79.50628281
1666,79.38996506
1665,79.25907898
1664,79.1889267
1663,79.11505509
1662,78.99612046
1661,78.8949852
1660,78.79000092
1659,78.68048096
1658,78.61353302
1657,78.51678086
1656,78.3722725
1655,78.38572312
1654,78.25408173
1653,78.16486359
1652,78.05155182
1651,78.04142762
1650,77.88000489
1649,77.7970829
1648,77.76999855
1647,77.68503762
1646,77.58486557
1645,77.510952
1644,77.41278267
1643,77.36108398
1642,77.31124878
1641,77.24202156
1640,77.19841385
1639,77.03766823
1638,76.97354889
1637,76.90764237
1636,76.85351753
1635,76.74396324
1634,76.66516686
1633,76.63586045
1632,76.55748368
1631,76.53003502
1630,76.37822914
1629,76.34836579
1628,76.25647927
1627,76.20256806
1626,76.17580986
1625,76.14195443
1624,76.16243363
1623,76.05714226
1622,76.00783157
1621,75.88160896
1620,75.89643479
1619,75.80791092
1618,75.82987595
1617,75.76181221
1616,75.650877
1615,75.66543579
1614,75.60172654
1613,75.52234078
1612,75.52627373
1611,75.50032616
1610,75.5194397
1609,75.41207505
1608,75.3772564
1607,75.33176994
1606,75.3286705
1605,75.23602295
1604,75.25984001
1603,75.25941277
1602,75.21100235
1601,75.18246651
1600,75.2042389
1599,75.12963486
1598,75.12671662
1597,75.14090157
1596,75.10318566
1595,75.06976128
1594,75.1210022
1593,75.07722474
1592,75.0323391
1591,75.05078507
1590,75.00397682
1589,74.9979744
1588,75.02998543
1587,75.01685906
1586,74.97995949
1585,75.0136776
1584,74.95578766
1583,74.99961853
1582,75.02697754
1581,75.00562287
1580,75.03194809
1579,74.98535729
1578,75.05099488
1577,75.00336075
1576,75.06760407
1575,75.08051873
1574,75.06092262
1573,75.11312676
1572,75.05866051
1571,75.10040093
1570,75.13209534
1569,75.14971543
1568,75.14380455
1567,75.23475075
1566,75.21037102
1565,75.23415184
1564,75.23107148
1563,75.30550194
1562,75.28357887
1561,75.33856965
1560,75.35884858
1559,75.3802433
1558,75.42961884
1557,75.44786072
1556,75.4608326
1555,75.5151043
1554,75.50442887
1553,75.57136345
1552,75.60517502
1551,75.61569786
1550,75.62438011
1549,75.65968895
1548,75.78296471
1547,75.750597
1546,75.79907799
1545,75.84349442
1544,75.87074471
1543,75.91287613
1542,75.93148422
1541,75.97342873
1540,76.04275894
1539,76.05777359
1538,76.04245377
1537,76.12824249
1536,76.12904931
1535,76.20916748
1534,76.22558022
1533,76.28932953
1532,76.32927895
1531,76.34973908
1530,76.37609673
1529,76.448452
1528,76.46854019
1527,76.47810364
1526,76.51943398
1525,76.5512867
1524,76.55658531
1523,76.62140274
1522,76.64345741
1521,76.72041703
1520,76.72881889
1519,76.70828629
1518,76.78959465
1517,76.83864594
1516,76.80718422
1515,76.82116318
1514,76.90777398
1513,76.86564446
1512,76.88999939
1511,76.93832779
1510,76.9778347
1509,76.97010613
1508,76.99932289
1507,76.95727349
1506,77.00662804
1505,77.03885269
1504,77.04362107
1503,77.03721047
1502,77.0538044
1501,77.08993149
1500,77.09513855
1499,77.0565815
1498,77.02223397
1497,77.08958435
1496,77.0819912
1495,77.05303955
1494,77.04077912
1493,77.02289391
1492,77.04251671
1491,77.01888657
1490,77.00695419
1489,76.97329522
1488,76.96823883
1487,76.89757538
1486,76.93306923
1485,76.899786
1484,76.84028816
1483,76.83882904
1482,76.79753304
1481,76.76997757
1480,76.72668839
1479,76.65523911
1478,76.63141441
1477,76.59048271
1476,76.51424408
1475,76.47750855
1474,76.37980271
1473,76.38082504
1472,76.31814385
1471,76.25330925
1470,76.16906357
1469,76.11102867
1468,76.02324486
1467,75.98031426
1466,75.90283203
1465,75.82147217
1464,75.72686196
1463,75.66558075
1462,75.53151512
1461,75.52549172
1460,75.39645577
1459,75.32389641
1458,75.18947983
1457,75.14017296
1456,75.00451088
1455,74.90976715
1454,74.83056641
1453,74.72275353
1452,74.58814049
1451,74.47333718
1450,74.39188385
1449,74.28261375
1448,74.16235542
1447,74.05617714
1446,73.95645523
1445,73.8098526
1444,73.70924759
1443,73.55644799
1442,73.46821976
1441,73.34854126
1440,73.18478394
1439,73.05199623
1438,72.88549996
1437,72.78878784
1436,72.64808274
1435,72.52499581
1434,72.36612702
1433,72.24422073
1432,72.09294701
1431,71.96856499
1430,71.84234619
1429,71.65056801
1428,71.50972557
1427,71.38205147
1426,71.25307083
1425,71.05676651
1424,70.96574784
1423,70.79539681
1422,70.63152123
1421,70.43800545
1420,70.28944016
1419,70.10142517
1418,69.96470833
1417,69.7971096
1416,69.60382462
1415,69.46469498
1414,69.30761147
1413,69.10488701
1412,68.92508698
1411,68.76620102
1410,68.55749321
1409,68.36643029
1408,68.20680046
1407,67.9800663
1406,67.76136589
1405,67.5443039
1404,67.3168354
1403,67.11262894
1402,66.90071297
1401,66.68602562
1400,66.3370514
1399,66.14030647
1398,65.91774368
1397,65.62904358
1396,65.3450737
1395,65.05016327
1394,64.78450394
1393,64.43128204
1392,64.19589234
1391,63.95096207
1390,63.67978669
1389,63.41422844
1388,63.17349434
1387,62.920681
1386,62.77381516
1385,62.59204102
1384,62.49456024
1383,62.41599655
1382,62.34522247
1381,62.45079613
1380,62.60747338
1379,62.76075745
1378,62.99593926
1377,63.30108834
1376,63.5646019
1375,63.86597061
1374,64.15109444
1373,64.3546772
1372,64.58549691
1371,64.77166367
1370,64.88482285
1369,64.9831028
1368,65.04847336
1367,65.09753227
1366,65.13264275
1365,65.10560608
1364,65.0311985
1363,65.0660038
1362,65.09705353
1361,65.06137467
1360,65.04515457
1359,65.01149369
1358,65.0094223
1357,64.96994019
1356,64.97404099
1355,64.96007156
1354,64.91634942
1353,64.93419266
1352,64.92264939
1351,64.93616486
1350,64.89348602
1349,64.93879128
1348,64.92863655
1347,64.91651917
1346,64.89969063
1345,64.92906571
1344,64.95734024
1343,64.96190072
1342,64.9610424
1341,65.00247956
1340,65.0294838
1339,65.06256867
1338,65.08878708
1337,65.0636406
1336,65.18273926
1335,65.15377808
1334,65.15944672
1333,65.22897148
1332,65.22110176
1331,65.3053608
1330,65.32473183
1329,65.37729264
1328,65.46278763
1327,65.4741745
1326,65.50080681
1325,65.56038284
1324,65.63446427
1323,65.64434052
1322,65.71261025
1321,65.78657723
1320,65.82941246
1319,65.86768914
1318,65.9073906
1317,65.96137238
1316,66.00959397
1315,66.06432915
1314,66.13233948
1313,66.21028328
1312,66.27248765
1311,66.30954743
1310,66.3796711
1309,66.43751717
1308,66.51615906
1307,66.55819321
1306,66.58733178
1305,66.66916847
1304,66.75406838
1303,66.80400276
1302,66.85696602
1301,66.94249154
1300,66.97863197
1299,67.01193238
1298,67.08962059
1297,67.22465706
1296,67.2590828
1295,67.31972504
1294,67.33664131
1293,67.37830162
1292,67.45408631
1291,67.54054642
1290,67.60058594
1289,67.64538193
1288,67.69062806
1287,67.73439598
1286,67.80141449
1285,67.82772827
1284,67.90247918
1283,67.94782639
1282,67.98291016
1281,68.03740692
1280,68.0765934
1279,68.10709954
1278,68.15893555
1277,68.20088387
1276,68.20857239
1275,68.23907089
1274,68.3060875
1273,68.25666619
1272,68.34398842
1271,68.33639527
1270,68.35202408
1269,68.36993218
1268,68.37723542
1267,68.35462761
1266,68.34194565
1265,68.41276169
1264,68.34551049
1263,68.35750199
1262,68.33136749
1261,68.3590355
1260,68.31095314
1259,68.31896591
1258,68.30806732
1257,68.27297783
1256,68.21184349
1255,68.17508507
1254,68.16111755
1253,68.14669037
1252,68.10611725
1251,68.05562783
1250,68.01571274
1249,67.95531082
1248,67.85976982
1247,67.88950539
1246,67.81903648
1245,67.76573181
1244,67.67509651
1243,67.59848786
1242,67.61685944
1241,67.56496811
1240,67.54692078
1239,67.4830246
1238,67.39893151
1237,67.34891892
1236,67.31213188
1235,67.28101158
1234,67.20311737
1233,67.11958504
1232,67.04042625
1231,66.983284
1230,66.92397881
1229,66.86854744
1228,66.76283646
1227,66.66815186
1226,66.59487343
1225,66.50204468
1224,66.4546051
1223,66.31097413
1222,66.22299576
1221,66.19713593
1220,66.0696373
1219,66.02427674
1218,65.85528374
1217,65.83710861
1216,65.72631455
1215,65.66030503
1214,65.52162552
1213,65.48727036
1212,65.41677666
1211,65.33029938
1210,65.20775986
1209,65.1663456
1208,65.04996109
1207,64.9452858
1206,64.87369156
1205,64.8544159
1204,64.75346184
1203,64.67722321
1202,64.565094
1201,64.52215958
1200,64.44989967
1199,64.36890793
1198,64.3484478
1197,64.22402954
1196,64.14057351
1195,64.16981125
1194,64.10336113
1193,64.03614807
1192,63.91591644
1191,63.93401337
1190,63.88658142
1189,63.81481171
1188,63.78267288
1187,63.75806237
1186,63.72568512
1185,63.67160034
1184,63.6663208
1183,63.61213303
1182,63.56934738
1181,63.56110764
1180,63.56501198
1179,63.53481484
1178,63.47709656
1177,63.49641228
1176,63.51425171
1175,63.5414238
1174,63.53658295
1173,63.5016613
1172,63.5145607
1171,63.56253243
1170,63.55644226
1169,63.59229851
1168,63.54917527
1167,63.61636734
1166,63.64102555
1165,63.67206192
1164,63.70355034
1163,63.76866913
1162,63.7965107
1161,63.82329369
1160,63.88780976
1159,63.9338131
1158,63.99947167
1157,64.08351517
1156,64.12423897
1155,64.20418931
1154,64.22196198
1153,64.30288506
1152,64.40552521
1151,64.40999603
1150,64.5447712
1149,64.62555886
1148,64.61943245
1147,64.67916298
1146,64.80098534
1145,64.90147782
1144,65.03385544
1143,65.10340691
1142,65.16606522
1141,65.28188706
1140,65.44834137
1139,65.50601387
1138,65.59363365
1137,65.65900803
1136,65.72127152
1135,65.84245491
1134,65.95461083
1133,66.10809708
1132,66.12742806
1131,66.23872948
1130,66.36116982
1129,66.45792771
1128,66.53609467
1127,66.70325089
1126,66.79774857
1125,66.83535386
1124,66.90914727
1123,67.08863259
1122,67.14842987
1121,67.23292542
1120,67.32034493
1119,67.39308929
1118,67.51141739
1117,67.62085343
1116,67.67479516
1115,67.79587174
1114,67.87912751
1113,67.90678215
1112,68.03932
1111,68.06546212
1110,68.11344719
1109,68.26727295
1108,68.30213928
1107,68.35261345
1106,68.36910057
1105,68.43050194
1104,68.45517159
1103,68.54781151
1102,68.55962372
1101,68.61541367
1100,68.66351891
1099,68.65144921
1098,68.75675011
1097,68.72838974
1096,68.79203606
1095,68.80515481
1094,68.79401398
1093,68.83825874
1092,68.8273201
1091,68.90014267
1090,68.83919716
1089,68.89119721
1088,68.88822556
1087,68.86325836
1086,68.85426712
1085,68.87849427
1084,68.89748955
1083,68.85012436
1082,68.80577278
1081,68.83585548
1080,68.77401161
1079,68.80417824
1078,68.78558731
1077,68.73469925
1076,68.72460938
1075,68.64730263
1074,68.73600197
1073,68.69676972
1072,68.66176033
1071,68.63563347
1070,68.61455536
1069,68.56149292
1068,68.60053635
1067,68.57390976
1066,68.47450638
1065,68.52493668
1064,68.54521942
1063,68.56263733
1062,68.46279907
1061,68.49800301
1060,68.48362541
1059,68.49718857
1058,68.47221756
1057,68.45359802
1056,68.45417023
1055,68.46001053
1054,68.49658394
1053,68.45697975
1052,68.49542428
1051,68.59674073
1050,68.52898407
1049,68.62150574
1048,68.65514565
1047,68.70147705
1046,68.74553681
1045,68.78486061
1044,68.8344307
1043,68.89402008
1042,68.948349
1041,69.01600838
1040,69.08475304
1039,69.15062714
1038,69.22504425
1037,69.30740357
1036,69.39091873
1035,69.47405243
1034,69.56694412
1033,69.6525898
1032,69.75735093
1031,69.87615013
1030,69.98017121
1029,70.09241295
1028,70.20211029
1027,70.3307705
1026,70.44111061
1025,70.57553864
1024,70.71284485
1023,70.83250237
1022,70.96942139
1021,71.11933136
1020,71.24378395
1019,71.39579773
1018,71.54612351
1017,71.68512917
1016,71.83170891
1015,71.98020935
1014,72.12952233
1013,72.27869416
1012,72.439888
1011,72.58415223
1010,72.73383713
1009,72.88232803
1008,73.03516769
1007,73.17872048
1006,73.33511734
1005,73.47879601
1004,73.61238098
1003,73.74938012
1002,73.88429261
1001,74.02020264
1000,74.15802384
999,74.28381729
998,74.40839386
997,74.52477646
996,74.63343812
995,74.74103165
994,74.85136795
993,74.94667817
992,75.04182053
991,75.13212204
990,75.20601273
989,75.28376389
988,75.35506821
987,75.41815186
986,75.47058106
985,75.52327728
984,75.56926346
983,75.60657883
982,75.64094162
981,75.6621666
980,75.68329621
979,75.69474793
978,75.70511246
977,75.70888901
976,75.71025467
975,75.70274353
974,75.6934166
973,75.679245
972,75.65166092
971,75.62639236
970,75.60904313
969,75.56644058
968,75.52610779
967,75.49010086
966,75.45104981
965,75.39884186
964,75.35520935
963,75.31145859
962,75.2716713
961,75.22497177
960,75.17460251
959,75.12932969
958,75.08877564
957,75.04531479
956,75.00932312
955,74.96557999
954,74.93018723
953,74.89598084
952,74.86301041
951,74.84011459
950,74.81575776
949,74.78823471
948,74.77284622
947,74.76633454
946,74.76329041
945,74.77730942
944,74.78623199
943,74.81303788
