Wavelength (nm),Transmission (%)
844,77.01372
843,85.56299
842,85.84718
841,80.23383
840,74.62175
839,73.18803
838,76.58566
837,82.82179
836,88.50371
835,91.40216
834,92.32576
833,93.30216
832,95.06202
831,96.05685
830,93.69115
829,87.30701
828,79.60713
827,74.32457
826,73.81560
825,78.03087
824,84.21801
823,87.87883
822,86.17566
821,80.21607
820,73.96130
819,71.04311
818,72.93030
817,78.87242
816,86.26322
815,91.60673
814,93.13031
813,92.09161
812,90.98788
811,91.37369
810,93.37539
809,95.88027
808,97.51564
807,98.03766
806,98.05463
805,98.16830
804,98.58645
803,98.98093
802,99.09089
801,99.12361
800,99.17388
799,99.30706
798,99.39860
797,99.11729
796,98.59923
795,98.33355
794,98.51174
793,98.97913
792,99.36066
791,99.21559
790,98.57122
789,98.04356
788,98.09847
787,98.61758
786,99.09480
785,99.00790
784,98.39179
783,97.90420
782,97.94129
781,98.38744
780,98.99235
779,99.22255
778,99.05173
777,98.94157
776,99.04414
775,99.26506
774,99.40641
773,99.18580
772,98.86273
771,98.84875
770,99.10701
769,99.33950
768,99.33063
767,98.98272
766,98.65790
765,98.74547
764,99.10969
763,99.37596
762,99.36296
761,99.10797
760,98.92019
759,99.10438
758,99.42511
757,99.44316
756,99.36164
755,99.28324
754,99.29592
753,99.38997
752,99.17284
751,98.59916
750,98.14989
749,98.18500
748,98.61429
747,99.16595
746,99.30632
745,99.02825
744,98.87130
743,98.98131
742,99.13468
741,99.29607
740,99.22452
739,99.10152
738,99.23692
737,99.45132
736,99.49301
735,99.47643
734,99.44064
733,99.43884
732,99.48018
731,99.23291
730,98.82885
729,98.69801
728,98.92863
727,99.29404
726,99.48641
725,99.39631
724,99.27970
723,99.46695
722,99.54803
721,99.35327
720,99.10248
719,98.97424
718,99.17302
717,99.47632
716,99.38109
715,98.98740
714,98.92688
713,99.19996
712,99.42002
711,99.42933
710,99.11970
709,99.41731
708,99.71236
707,99.62492
706,98.51764
705,98.45188
704,98.14202
703,99.01204
702,99.49059
701,99.26839
700,98.49110
699,98.79091
698,99.55063
697,99.99701
696,98.80252
695,99.15235
694,99.29308
693,99.27617
692,98.88399
691,99.03233
690,99.52106
689,99.45852
688,98.59094
687,98.14315
686,98.57732
685,99.93969
684,99.53321
683,98.90745
682,98.47727
681,98.87398
680,99.05696
679,99.39923
678,98.78841
677,99.59923
676,99.43196
675,98.84643
674,98.93455
673,98.78932
672,99.06814
671,98.96281
670,98.56665
669,98.77499
668,99.19003
667,99.13637
666,98.89971
665,98.51673
664,99.06996
663,99.72660
662,99.00224
661,98.18067
660,98.91701
659,99.18523
658,99.04556
657,99.23160
656,98.90585
655,99.77920
654,99.90725
653,99.10122
652,98.92362
651,99.24211
650,98.61682
649,98.15197
648,98.96440
647,99.17450
646,98.62023
645,98.60865
644,99.33699
643,99.55109
642,99.64488
641,99.70180
640,99.19711
639,99.49448
638,99.21310
637,99.29308
636,99.45669
635,99.38984
634,99.42440
633,99.93049
632,98.46752
631,97.79936
630,98.63181
629,99.17815
628,99.57493
627,99.42738
626,99.08114
625,99.56117
624,99.93923
623,99.38732
622,99.84906
621,99.83895
620,99.23640
619,99.48372
618,99.64351
617,99.33150
616,98.96167
615,99.36010
614,99.26291
613,98.23811
612,98.38389
611,99.13842
610,99.51854
609,99.45142
608,99.78540
607,98.78409
606,98.99312
605,99.23297
604,99.37703
603,99.28988
602,98.66724
601,98.88490
600,99.37703
599,98.63976
598,98.72519
597,99.56988
596,98.97397
595,98.31505
594,98.49110
593,98.79137
592,99.11331
591,98.60047
590,98.22748
589,98.89265
588,99.07133
587,98.17796
586,98.20238
585,98.43533
584,98.32275
583,98.50584
582,98.83915
581,98.75839
580,98.33724
579,98.72860
578,98.96577
577,98.80684
576,98.63999
575,98.69769
574,98.48634
573,98.50199
572,98.64544
571,98.15129
570,98.10158
569,98.50108
568,97.94020
567,97.90548
566,97.86401
565,97.68345
564,98.22544
563,98.16372
562,97.93614
561,98.17660
560,97.87483
559,97.90571
558,98.43850
557,97.75838
556,97.63353
555,97.43680
554,96.74577
553,97.88181
552,98.96395
551,98.91405
550,98.03858
549,97.77797
548,98.85440
547,98.44825
546,97.38947
545,95.62336
544,90.11208
543,73.70603
542,44.23622
541,14.55529
540,0.22363
539,0.02707
538,0.00510
537,0.00060
536,0.00010
535,0.00009
534,0.00009
533,0.00009
532,0.00008
531,0.00044
530,0.00497
529,0.03358
528,0.48195
527,14.97642
526,58.06254
525,92.40788
524,96.07602
523,96.14352
522,97.39777
521,98.17434
520,98.65157
519,98.57709
518,98.33022
517,98.08938
516,97.97426
515,96.98152
514,95.87293
513,96.48527
512,96.42641
511,96.61465
510,96.66494
509,96.72172
508,96.89849
507,97.10263
506,97.12790
505,97.06306
504,97.35898
503,97.48998
502,97.21807
501,97.10845
500,97.20934
499,97.08452
498,97.70347
497,97.90886
496,97.36032
495,97.29421
494,97.51872
493,97.64949
492,97.91179
491,97.97404
490,97.81557
489,97.94043
488,98.05890
487,98.01962
486,97.71630
485,97.83967
484,98.07877
483,98.07222
482,98.12191
481,98.26797
480,98.13072
479,97.88609
478,97.42446
477,97.55174
476,97.90706
475,98.28313
474,97.83021
473,97.66096
472,98.01555
471,98.06680
470,97.95960
469,97.27383
468,96.81619
467,97.02754
466,97.54365
465,97.85162
464,97.49784
463,97.06731
462,97.20867
461,96.85900
460,96.83470
459,97.27159
458,97.77121
457,97.37736
456,97.02664
455,97.08162
454,96.91076
453,97.13595
452,97.56903
451,97.38611
450,97.47450
449,97.04653
448,96.32100
447,96.32877
446,96.57106
445,96.68698
444,96.83537
443,97.27450
442,96.66450
441,96.78009
440,97.13125
439,97.22546
438,96.52549
437,96.51126
436,96.10456
435,95.83431
434,95.80827
433,96.03333
432,97.14244
431,96.58463
430,95.56789
429,95.78533
428,96.00150
427,96.26136
426,96.13665
425,95.73880
424,95.58924
423,95.79129
422,95.82195
421,96.31834
420,96.16499
419,95.87558
418,95.86587
417,96.00658
416,95.96790
415,94.84010
414,94.58799
413,94.53007
412,94.63984
411,93.81645
410,93.94248
409,93.79464
408,92.93066
407,92.93643
406,92.72717
405,92.70411
404,92.85665
403,91.52316
402,90.58869
401,90.35746
400,90.53802
399,86.88663
398,86.42925
397,85.66416
396,84.63593
395,83.25479
394,81.35991
393,79.14572
392,77.31883
391,76.08220
390,74.83197
389,72.39119
388,64.83217
387,49.43311
386,30.63108
385,15.41720
384,6.37113
383,2.07230
382,0.47178
381,0.06159
380,0.00354
379,0.00069
378,0.00356
377,0.00391
376,0.00276
375,0.00161
374,0.00265
373,0.00115
372,0.00058
371,0.00392
370,0.00461
369,0.00231
368,0.00265
367,0.00139
366,0.00023
365,0.00370
364,0.00451
363,0.00231
362,0.00324
361,0.00197
360,0.00127
359,0.00463
358,0.00580
357,0.00603
356,0.00499
355,0.00383
354,0.00139
353,0.00500
352,0.00581
351,0.00198
350,0.00454
349,0.00128
348,0.00093
347,0.00478
346,0.00525
345,0.00537
344,0.00502
343,0.00164
342,0.00129
341,0.00409
340,0.00725
339,0.00468
338,0.00433
337,0.00141
336,0.00129
335,0.00469
334,0.00634
333,0.00164
332,0.00528
331,0.00247
330,0.00212
329,0.00376
328,0.00612
327,0.00412
326,0.00495
325,0.00153
324,0.00177
323,0.00389
322,0.00696
321,0.00130
320,0.00579
319,0.00118
318,0.00321
317,0.00559
316,0.00476
315,0.00298
314,0.00369
313,0.00238
312,0.00048
311,0.00406
310,0.00585
309,0.00191
308,0.00431
307,0.00275
306,0.00012
305,0.00503
304,0.00456
303,0.00276
302,0.00432
301,0.00132
300,0.00048
299,0.00433
298,0.00469
297,0.00265
296,0.00434
295,0.00109
294,0.00060
293,0.00447
292,0.00592
291,0.00181
290,0.00568
289,0.00085
288,0.00073
287,0.00497
286,0.00643
285,0.00291
284,0.00559
283,0.00036
282,0.00170
281,0.00414
280,0.00706
279,0.00012
278,0.00585
277,0.00024
276,0.00134
275,0.00354
274,0.00647
273,0.00135
272,0.00733
271,0.00037
270,0.00404
269,0.00502
268,0.00637
267,0.00318
266,0.00318
265,0.00110
264,0.00196
263,0.00503
262,0.00576
261,0.00319
260,0.00650
259,0.00037
258,0.00135
257,0.00627
256,0.00702
255,0.00592
254,0.00506
253,0.00086
252,0.00161
251,0.00630
250,0.00780
249,0.00248
248,0.00583
247,0.00074
246,0.00025
245,0.00633
244,0.00621
243,0.00348
242,0.00522
241,0.00149
240,0.00186
239,0.00634
238,0.00696
237,0.00398
236,0.00323
235,0.00162
234,0.00149
233,0.00709
232,0.00585
231,0.00399
230,0.00536
229,0.00200
228,0.00225
227,0.00714
226,0.00502
225,0.00402
224,0.00453
223,0.00290
222,0.00202
221,0.00620
220,0.00635
219,0.00432
218,0.00433
217,0.00230
216,0.00230
215,0.00845
214,0.00642
213,0.00514
212,0.00605
211,0.00245
210,0.00375
209,0.00661
208,0.00766
207,0.00377
206,0.00638
205,0.00339
204,0.00510
203,0.00996
202,0.00998
201,0.00618
200,0.01067
