Wavelength (nm),Transmission (%),,,,,,,,,,
1356,73.77472207,,,,,,,,,,
1355,73.80652333,,,,,,,,,,
1354,73.83980263,,,,,,,,,,
1353,73.86834026,,,,,,,,,,
1352,73.85952228,,,,,,,,,,
1351,73.85541951,,,,,,,,,,
1350,73.78592557,,,,,,,,,,
1349,73.74375237,,,,,,,,,,
1348,73.65590674,,,,,,,,,,
1347,73.56310189,,,,,,,,,,
1346,73.40734732,,,,,,,,,,
1345,73.27458364,,,,,,,,,,
1344,73.09405723,,,,,,,,,,
1343,72.92574642,,,,,,,,,,
1342,72.67312447,,,,,,,,,,
1341,72.41086946,,,,,,,,,,
1340,72.14190343,,,,,,,,,,
1339,71.82411385,,,,,,,,,,
1338,71.51919803,,,,,,,,,,
1337,71.17607905,,,,,,,,,,
1336,70.79697892,,,,,,,,,,
1335,70.42940179,,,,,,,,,,
1334,70.05002384,,,,,,,,,,
1333,69.61350295,,,,,,,,,,
1332,69.21569381,,,,,,,,,,
1331,68.78706801,,,,,,,,,,
1330,68.36060015,,,,,,,,,,
1329,67.93562512,,,,,,,,,,
1328,67.52034323,,,,,,,,,,
1327,67.08452259,,,,,,,,,,
1326,66.65588306,,,,,,,,,,
1325,66.27664914,,,,,,,,,,
1324,65.86886045,,,,,,,,,,
1323,65.46378188,,,,,,,,,,
1322,65.128055,,,,,,,,,,
1321,64.76989825,,,,,,,,,,
1320,64.45170062,,,,,,,,,,
1319,64.14639632,,,,,,,,,,
1318,63.862182,,,,,,,,,,
1317,63.60153031,,,,,,,,,,
1316,63.39434398,,,,,,,,,,
1315,63.19845059,,,,,,,,,,
1314,63.00586589,,,,,,,,,,
1313,62.9103928,,,,,,,,,,
1312,62.78820056,,,,,,,,,,
1311,62.72694868,,,,,,,,,,
1310,62.69179995,,,,,,,,,,
1309,62.68618129,,,,,,,,,,
1308,62.71757713,,,,,,,,,,
1307,62.78833864,,,,,,,,,,
1306,62.90257848,,,,,,,,,,
1305,63.03765606,,,,,,,,,,
1304,63.18320776,,,,,,,,,,
1303,63.37573944,,,,,,,,,,
1302,63.6286945,,,,,,,,,,
1301,63.8764405,,,,,,,,,,
1300,64.15824639,,,,,,,,,,
1299,64.46732602,,,,,,,,,,
1298,64.80670841,,,,,,,,,,
1297,65.15347834,,,,,,,,,,
1296,65.50954518,,,,,,,,,,
1295,65.90786302,,,,,,,,,,
1294,66.305235,,,,,,,,,,
1293,66.69360198,,,,,,,,,,
1292,67.10810715,,,,,,,,,,
1291,67.51409832,,,,,,,,,,
1290,67.92434421,,,,,,,,,,
1289,68.33110546,,,,,,,,,,
1288,68.73906742,,,,,,,,,,
1287,69.0893137,,,,,,,,,,
1286,69.447025,,,,,,,,,,
1285,69.79650199,,,,,,,,,,
1284,70.11421918,,,,,,,,,,
1283,70.41758177,,,,,,,,,,
1282,70.70872821,,,,,,,,,,
1281,70.94503299,,,,,,,,,,
1280,71.15707002,,,,,,,,,,
1279,71.3414789,,,,,,,,,,
1278,71.50308857,,,,,,,,,,
1277,71.62960468,,,,,,,,,,
1276,71.73428387,,,,,,,,,,
1275,71.80051349,,,,,,,,,,
1274,71.87226723,,,,,,,,,,
1273,71.88990343,,,,,,,,,,
1272,71.85176332,,,,,,,,,,
1271,71.85024436,,,,,,,,,,
1270,71.8127858,,,,,,,,,,
1269,71.73805623,,,,,,,,,,
1268,71.69696619,,,,,,,,,,
1267,71.6256937,,,,,,,,,,
1266,71.52100706,,,,,,,,,,
1265,71.42576177,,,,,,,,,,
1264,71.30552798,,,,,,,,,,
1263,71.22128356,,,,,,,,,,
1262,71.12670829,,,,,,,,,,
1261,71.01017679,,,,,,,,,,
1260,70.92705778,,,,,,,,,,
1259,70.86272438,,,,,,,,,,
1258,70.75202058,,,,,,,,,,
1257,70.70557923,,,,,,,,,,
1256,70.5802848,,,,,,,,,,
1255,70.50975661,,,,,,,,,,
1254,70.44739218,,,,,,,,,,
1253,70.46894049,,,,,,,,,,
1252,70.41485272,,,,,,,,,,
1251,70.36775862,,,,,,,,,,
1250,70.36343065,,,,,,,,,,
1249,70.32079764,,,,,,,,,,
1248,70.32020079,,,,,,,,,,
1247,70.27784002,,,,,,,,,,
1246,70.25916082,,,,,,,,,,
1245,70.22409361,,,,,,,,,,
1244,70.20560972,,,,,,,,,,
1243,70.13180349,,,,,,,,,,
1242,70.16757537,,,,,,,,,,
1241,70.05941508,,,,,,,,,,
1240,69.96607431,,,,,,,,,,
1239,69.88672488,,,,,,,,,,
1238,69.77000813,,,,,,,,,,
1237,69.72662958,,,,,,,,,,
1236,69.5586045,,,,,,,,,,
1235,69.39323445,,,,,,,,,,
1234,69.23188763,,,,,,,,,,
1233,69.03857132,,,,,,,,,,
1232,68.82278896,,,,,,,,,,
1231,68.65034111,,,,,,,,,,
1230,68.43333859,,,,,,,,,,
1229,68.23034042,,,,,,,,,,
1228,67.95599401,,,,,,,,,,
1227,67.71255161,,,,,,,,,,
1226,67.43322891,,,,,,,,,,
1225,67.10334908,,,,,,,,,,
1224,66.96727797,,,,,,,,,,
1223,66.68245761,,,,,,,,,,
1222,66.44363844,,,,,,,,,,
1221,66.21850513,,,,,,,,,,
1220,65.99708899,,,,,,,,,,
1219,65.77196684,,,,,,,,,,
1218,65.63455623,,,,,,,,,,
1217,65.45181517,,,,,,,,,,
1216,65.27589523,,,,,,,,,,
1215,65.18455332,,,,,,,,,,
1214,65.10437851,,,,,,,,,,
1213,65.03967032,,,,,,,,,,
1212,65.00979546,,,,,,,,,,
1211,65.02101982,,,,,,,,,,
1210,65.02925867,,,,,,,,,,
1209,65.0857794,,,,,,,,,,
1208,65.16536711,,,,,,,,,,
1207,65.32135383,,,,,,,,,,
1206,65.43633682,,,,,,,,,,
1205,65.64554639,,,,,,,,,,
1204,65.82300063,,,,,,,,,,
1203,66.0468465,,,,,,,,,,
1202,66.28266773,,,,,,,,,,
1201,66.5317474,,,,,,,,,,
1200,66.85016546,,,,,,,,,,
1199,67.08631799,,,,,,,,,,
1198,67.38516185,,,,,,,,,,
1197,67.66801957,,,,,,,,,,
1196,67.96012328,,,,,,,,,,
1195,68.26965688,,,,,,,,,,
1194,68.54223853,,,,,,,,,,
1193,68.80171476,,,,,,,,,,
1192,69.02944847,,,,,,,,,,
1191,69.21036198,,,,,,,,,,
1190,69.48147747,,,,,,,,,,
1189,69.60659829,,,,,,,,,,
1188,69.72672308,,,,,,,,,,
1187,69.83068184,,,,,,,,,,
1186,69.88421231,,,,,,,,,,
1185,69.91228045,,,,,,,,,,
1184,69.89802557,,,,,,,,,,
1183,69.8840241,,,,,,,,,,
1182,69.77373141,,,,,,,,,,
1181,69.65978991,,,,,,,,,,
1180,69.50059407,,,,,,,,,,
1179,69.3477905,,,,,,,,,,
1178,69.15470528,,,,,,,,,,
1177,68.99928911,,,,,,,,,,
1176,68.76175688,,,,,,,,,,
1175,68.52330154,,,,,,,,,,
1174,68.27105333,,,,,,,,,,
1173,68.0785805,,,,,,,,,,
1172,67.89794394,,,,,,,,,,
1171,67.61158062,,,,,,,,,,
1170,67.42085318,,,,,,,,,,
1169,67.20377226,,,,,,,,,,
1168,67.03012481,,,,,,,,,,
1167,66.89045278,,,,,,,,,,
1166,66.72641387,,,,,,,,,,
1165,66.58975243,,,,,,,,,,
1164,66.50094143,,,,,,,,,,
1163,66.41889343,,,,,,,,,,
1162,66.36103414,,,,,,,,,,
1161,66.33827074,,,,,,,,,,
1160,66.3256038,,,,,,,,,,
1159,66.2900762,,,,,,,,,,
1158,66.38245069,,,,,,,,,,
1157,66.41757063,,,,,,,,,,
1156,66.41947074,,,,,,,,,,
1155,66.53255154,,,,,,,,,,
1154,66.63651221,,,,,,,,,,
1153,66.7113782,,,,,,,,,,
1152,66.81116772,,,,,,,,,,
1151,66.95229357,,,,,,,,,,
1150,67.01426777,,,,,,,,,,
1149,67.13388487,,,,,,,,,,
1148,67.24393204,,,,,,,,,,
1147,67.27261256,,,,,,,,,,
1146,67.38492359,,,,,,,,,,
1145,67.47753546,,,,,,,,,,
1144,67.49970134,,,,,,,,,,
1143,67.55293908,,,,,,,,,,
1142,67.61025799,,,,,,,,,,
1141,67.62413229,,,,,,,,,,
1140,67.63722138,,,,,,,,,,
1139,67.64926147,,,,,,,,,,
1138,67.64277,,,,,,,,,,
1137,67.64556122,,,,,,,,,,
1136,67.65426953,,,,,,,,,,
1135,67.59943054,,,,,,,,,,
1134,67.70714643,,,,,,,,,,
1133,67.65058716,,,,,,,,,,
1132,67.63232491,,,,,,,,,,
1131,67.73721445,,,,,,,,,,
1130,67.78645068,,,,,,,,,,
1129,67.76197581,,,,,,,,,,
1128,67.91289408,,,,,,,,,,
1127,68.0076422,,,,,,,,,,
1126,68.03426679,,,,,,,,,,
1125,68.22046315,,,,,,,,,,
1124,68.33770326,,,,,,,,,,
1123,68.51477323,,,,,,,,,,
1122,68.69158141,,,,,,,,,,
1121,68.85640419,,,,,,,,,,
1120,69.0098054,,,,,,,,,,
1119,69.28372656,,,,,,,,,,
1118,69.42298431,,,,,,,,,,
1117,69.61503237,,,,,,,,,,
1116,69.75199635,,,,,,,,,,
1115,69.90981297,,,,,,,,,,
1114,70.08789563,,,,,,,,,,
1113,70.14698695,,,,,,,,,,
1112,70.23063096,,,,,,,,,,
1111,70.28354616,,,,,,,,,,
1110,70.2512892,,,,,,,,,,
1109,70.24830979,,,,,,,,,,
1108,70.12820257,,,,,,,,,,
1107,70.00820528,,,,,,,,,,
1106,69.82159678,,,,,,,,,,
1105,69.59282526,,,,,,,,,,
1104,69.3329027,,,,,,,,,,
1103,69.03982926,,,,,,,,,,
1102,68.65127316,,,,,,,,,,
1101,68.35417489,,,,,,,,,,
1100,67.9001337,,,,,,,,,,
1099,67.52064971,,,,,,,,,,
1098,67.10733118,,,,,,,,,,
1097,66.70205718,,,,,,,,,,
1096,66.27940612,,,,,,,,,,
1095,65.86982214,,,,,,,,,,
1094,65.49233441,,,,,,,,,,
1093,65.09730624,,,,,,,,,,
1092,64.77267361,,,,,,,,,,
1091,64.47420023,,,,,,,,,,
1090,64.18149465,,,,,,,,,,
1089,63.95865247,,,,,,,,,,
1088,63.77422055,,,,,,,,,,
1087,63.64874875,,,,,,,,,,
1086,63.57481685,,,,,,,,,,
1085,63.55805581,,,,,,,,,,
1084,63.59746047,,,,,,,,,,
1083,63.67955938,,,,,,,,,,
1082,63.81724905,,,,,,,,,,
1081,64.00344768,,,,,,,,,,
1080,64.22277405,,,,,,,,,,
1079,64.5216774,,,,,,,,,,
1078,64.81772443,,,,,,,,,,
1077,65.19784875,,,,,,,,,,
1076,65.57933996,,,,,,,,,,
1075,65.99288123,,,,,,,,,,
1074,66.43428982,,,,,,,,,,
1073,66.8814663,,,,,,,,,,
1072,67.33526825,,,,,,,,,,
1071,67.80472383,,,,,,,,,,
1070,68.20779403,,,,,,,,,,
1069,68.61406364,,,,,,,,,,
1068,69.0188357,,,,,,,,,,
1067,69.39770413,,,,,,,,,,
1066,69.72030563,,,,,,,,,,
1065,70.04873829,,,,,,,,,,
1064,70.31721128,,,,,,,,,,
1063,70.55904499,,,,,,,,,,
1062,70.77855722,,,,,,,,,,
1061,70.96510328,,,,,,,,,,
1060,71.11270394,,,,,,,,,,
1059,71.24600634,,,,,,,,,,
1058,71.35976007,,,,,,,,,,
1057,71.45026689,,,,,,,,,,
1056,71.53147441,,,,,,,,,,
1055,71.60079666,,,,,,,,,,
1054,71.66651672,,,,,,,,,,
1053,71.7347111,,,,,,,,,,
1052,71.80282527,,,,,,,,,,
1051,71.87337918,,,,,,,,,,
1050,71.94759481,,,,,,,,,,
1049,72.40031609,,,,,,,,,,
1048,72.49948961,,,,,,,,,,
1047,72.59930026,,,,,,,,,,
1046,72.70186496,,,,,,,,,,
1045,72.81111501,,,,,,,,,,
1044,72.90123999,,,,,,,,,,
1043,72.98345893,,,,,,,,,,
1042,73.04761031,,,,,,,,,,
1041,73.0703249,,,,,,,,,,
1040,73.0767175,,,,,,,,,,
1039,73.01524099,,,,,,,,,,
1038,72.92555934,,,,,,,,,,
1037,72.78724918,,,,,,,,,,
1036,72.59451669,,,,,,,,,,
1035,72.3582918,,,,,,,,,,
1034,72.05879354,,,,,,,,,,
1033,71.7106082,,,,,,,,,,
1032,71.32999237,,,,,,,,,,
1031,70.90731821,,,,,,,,,,
1030,70.43261925,,,,,,,,,,
1029,69.96233122,,,,,,,,,,
1028,69.47507335,,,,,,,,,,
1027,68.95723047,,,,,,,,,,
1026,68.47939734,,,,,,,,,,
1025,68.00507303,,,,,,,,,,
1024,67.51990237,,,,,,,,,,
1023,67.08226005,,,,,,,,,,
1022,66.70988067,,,,,,,,,,
1021,66.36699753,,,,,,,,,,
1020,66.07866102,,,,,,,,,,
1019,65.86712272,,,,,,,,,,
1018,65.70746982,,,,,,,,,,
1017,65.64242689,,,,,,,,,,
1016,65.65048176,,,,,,,,,,
1015,65.73575469,,,,,,,,,,
1014,65.92459198,,,,,,,,,,
1013,66.18408701,,,,,,,,,,
1012,66.53013689,,,,,,,,,,
1011,66.96009072,,,,,,,,,,
1010,67.47323375,,,,,,,,,,
1009,68.02406658,,,,,,,,,,
1008,68.67266616,,,,,,,,,,
1007,69.33502392,,,,,,,,,,
1006,70.03037188,,,,,,,,,,
1005,70.77542904,,,,,,,,,,
1004,71.5065235,,,,,,,,,,
1003,72.19852478,,,,,,,,,,
1002,72.90415592,,,,,,,,,,
1001,73.55088292,,,,,,,,,,
1000,74.11235673,,,,,,,,,,
999,74.64312439,,,,,,,,,,
998,75.09480738,,,,,,,,,,
997,75.43837846,,,,,,,,,,
996,75.71221396,,,,,,,,,,
995,75.90193049,,,,,,,,,,
994,76.01888119,,,,,,,,,,
993,76.05126885,,,,,,,,,,
992,76.02862301,,,,,,,,,,
991,75.92811304,,,,,,,,,,
990,75.81277816,,,,,,,,,,
989,75.66261567,,,,,,,,,,
988,75.48662598,,,,,,,,,,
987,75.30102318,,,,,,,,,,
986,75.11122487,,,,,,,,,,
985,74.93944226,,,,,,,,,,
984,74.79070538,,,,,,,,,,
983,74.65655609,,,,,,,,,,
982,74.55417515,,,,,,,,,,
981,74.47333238,,,,,,,,,,
980,74.43758044,,,,,,,,,,
979,74.41826511,,,,,,,,,,
978,74.41595891,,,,,,,,,,
977,74.45029979,,,,,,,,,,
976,74.50014945,,,,,,,,,,
975,74.5626254,,,,,,,,,,
974,74.62737512,,,,,,,,,,
973,74.70866588,,,,,,,,,,
972,74.77715137,,,,,,,,,,
971,74.84746313,,,,,,,,,,
970,74.90136826,,,,,,,,,,
969,74.9471687,,,,,,,,,,
968,74.98738978,,,,,,,,,,
967,75.02624702,,,,,,,,,,
966,75.06343006,,,,,,,,,,
965,75.10238775,,,,,,,,,,
964,75.12242254,,,,,,,,,,
963,75.1886751,,,,,,,,,,
962,75.25238801,,,,,,,,,,
961,75.3684876,,,,,,,,,,
960,75.50517958,,,,,,,,,,
959,75.6641995,,,,,,,,,,
958,75.88848272,,,,,,,,,,
957,76.17547914,,,,,,,,,,
956,76.47730146,,,,,,,,,,
955,76.86189134,,,,,,,,,,
954,77.2726475,,,,,,,,,,
953,77.74736431,,,,,,,,,,
952,78.23760854,,,,,,,,,,
951,78.76724055,,,,,,,,,,
950,79.28474854,,,,,,,,,,
949,79.78647398,,,,,,,,,,
948,80.29450206,,,,,,,,,,
947,80.73758813,,,,,,,,,,
946,81.08636493,,,,,,,,,,
945,81.38576262,,,,,,,,,,
944,81.56063938,,,,,,,,,,
943,81.62856873,,,,,,,,,,
942,81.56036508,,,,,,,,,,
941,81.40767553,,,,,,,,,,
940,81.12272401,,,,,,,,,,
939,80.72485129,,,,,,,,,,
938,80.23000784,,,,,,,,,,
937,79.68089098,,,,,,,,,,
936,79.04241105,,,,,,,,,,
935,78.36745274,,,,,,,,,,
934,77.67680599,,,,,,,,,,
933,76.99101362,,,,,,,,,,
932,76.32116638,,,,,,,,,,
931,75.70778107,,,,,,,,,,
930,75.16159525,,,,,,,,,,
929,74.67856664,,,,,,,,,,
928,74.28450395,,,,,,,,,,
927,74.00697741,,,,,,,,,,
926,73.84964224,,,,,,,,,,
925,73.80664569,,,,,,,,,,
924,73.88678588,,,,,,,,,,
923,74.11563212,,,,,,,,,,
922,74.48052853,,,,,,,,,,
921,74.93577472,,,,,,,,,,
920,75.54292537,,,,,,,,,,
919,76.24396727,,,,,,,,,,
918,77.01884415,,,,,,,,,,
917,77.87792906,,,,,,,,,,
916,78.80646776,,,,,,,,,,
915,79.72385396,,,,,,,,,,
914,80.65467504,,,,,,,,,,
913,81.58389088,,,,,,,,,,
912,82.42565919,,,,,,,,,,
911,83.23095207,,,,,,,,,,
910,83.98661592,,,,,,,,,,
909,84.63528297,,,,,,,,,,
908,85.1843044,,,,,,,,,,
907,85.65138231,,,,,,,,,,
906,86.03175056,,,,,,,,,,
905,86.29673247,,,,,,,,,,
904,86.52953067,,,,,,,,,,
903,86.67324205,,,,,,,,,,
902,86.78572726,,,,,,,,,,
901,86.83916369,,,,,,,,,,
900,86.88097303,,,,,,,,,,
899,86.90469239,,,,,,,,,,
898,86.91385379,,,,,,,,,,
897,86.89492453,,,,,,,,,,
896,86.89268882,,,,,,,,,,
895,86.88934602,,,,,,,,,,
894,86.85964064,,,,,,,,,,
893,86.82958135,,,,,,,,,,
892,86.78647511,,,,,,,,,,
891,86.72967798,,,,,,,,,,
890,86.64969756,,,,,,,,,,
889,86.5447152,,,,,,,,,,
888,86.40250433,,,,,,,,,,
887,86.23920466,,,,,,,,,,
886,86.04351049,,,,,,,,,,
885,85.82905155,,,,,,,,,,
884,85.57210792,,,,,,,,,,
883,85.319839,,,,,,,,,,
882,85.0561331,,,,,,,,,,
881,84.81732849,,,,,,,,,,
880,84.57580524,,,,,,,,,,
879,84.36208438,,,,,,,,,,
878,84.16359729,,,,,,,,,,
877,84.0258973,,,,,,,,,,
876,83.90962455,,,,,,,,,,
875,83.8748633,,,,,,,,,,
874,83.8979311,,,,,,,,,,
873,83.9838457,,,,,,,,,,
872,84.12840087,,,,,,,,,,
871,84.35200868,,,,,,,,,,
870,84.62974313,,,,,,,,,,
869,84.99022149,,,,,,,,,,
868,85.36771228,,,,,,,,,,
867,85.79896545,,,,,,,,,,
866,86.28669328,,,,,,,,,,
865,86.82813308,,,,,,,,,,
864,87.35558075,,,,,,,,,,
863,87.90132803,,,,,,,,,,
862,88.47888061,,,,,,,,,,
861,89.01081608,,,,,,,,,,
860,89.56696332,,,,,,,,,,
859,90.12676978,,,,,,,,,,
858,90.61665001,,,,,,,,,,
857,91.09972601,,,,,,,,,,
856,91.58905748,,,,,,,,,,
855,92.01207674,,,,,,,,,,
854,92.41340603,,,,,,,,,,
853,92.80531753,,,,,,,,,,
852,93.1425948,,,,,,,,,,
851,93.45358905,,,,,,,,,,
850,93.7472132,,,,,,,,,,
849,93.98242092,,,,,,,,,,
848,94.20773128,,,,,,,,,,
847,94.40426146,,,,,,,,,,
846,94.57973943,,,,,,,,,,
845,94.67399548,,,,,,,,,,
844,94.80400549,,,,,,,,,,
843,94.88564434,,,,,,,,,,
842,94.95436353,,,,,,,,,,
841,95.01156712,,,,,,,,,,
840,95.07591379,,,,,,,,,,
839,95.13266178,,,,,,,,,,
838,95.17069305,,,,,,,,,,
837,95.25631971,,,,,,,,,,
836,95.32526086,,,,,,,,,,
835,95.38391449,,,,,,,,,,
834,95.46198524,,,,,,,,,,
833,95.58224901,,,,,,,,,,
832,95.74853669,,,,,,,,,,
831,95.84521321,,,,,,,,,,
830,96.01295038,,,,,,,,,,
829,96.14922793,,,,,,,,,,
828,96.2628486,,,,,,,,,,
827,96.42028853,,,,,,,,,,
826,96.5234473,,,,,,,,,,
825,96.63252024,,,,,,,,,,
824,96.72493631,,,,,,,,,,
823,96.78181479,,,,,,,,,,
822,96.84936392,,,,,,,,,,
821,96.9135113,,,,,,,,,,
820,96.9425996,,,,,,,,,,
819,96.99011003,,,,,,,,,,
818,97.01617918,,,,,,,,,,
817,97.09808501,,,,,,,,,,
816,97.0983432,,,,,,,,,,
815,97.17012542,,,,,,,,,,
814,97.22867011,,,,,,,,,,
813,97.28760933,,,,,,,,,,
812,97.37741777,,,,,,,,,,
811,97.43404026,,,,,,,,,,
810,97.5150874,,,,,,,,,,
809,97.57278655,,,,,,,,,,
808,97.68482167,,,,,,,,,,
807,97.71874184,,,,,,,,,,
806,97.77611949,,,,,,,,,,
805,97.80283949,,,,,,,,,,
804,97.80936892,,,,,,,,,,
803,97.83996238,,,,,,,,,,
802,97.82068869,,,,,,,,,,
801,97.87450271,,,,,,,,,,
800,97.88617401,,,,,,,,,,
799,97.94053284,,,,,,,,,,
798,97.94076821,,,,,,,,,,
797,97.9799862,,,,,,,,,,
796,98.06416639,,,,,,,,,,
795,98.1739065,,,,,,,,,,
794,98.25063969,,,,,,,,,,
793,98.34299375,,,,,,,,,,
792,98.44275277,,,,,,,,,,
791,98.53815213,,,,,,,,,,
790,98.60705685,,,,,,,,,,
789,98.69997376,,,,,,,,,,
788,98.70385318,,,,,,,,,,
787,98.73305075,,,,,,,,,,
786,98.73155731,,,,,,,,,,
785,98.74127131,,,,,,,,,,
784,98.62542221,,,,,,,,,,
783,98.61219869,,,,,,,,,,
782,98.54963115,,,,,,,,,,
781,98.49881527,,,,,,,,,,
780,98.43962808,,,,,,,,,,
779,98.45201899,,,,,,,,,,
778,98.41939504,,,,,,,,,,
777,98.4641752,,,,,,,,,,
776,98.47812986,,,,,,,,,,
775,98.51506637,,,,,,,,,,
774,98.59679815,,,,,,,,,,
773,98.66383882,,,,,,,,,,
772,98.71861253,,,,,,,,,,
771,98.76680613,,,,,,,,,,
770,98.80930655,,,,,,,,,,
769,98.83671875,,,,,,,,,,
768,98.80992279,,,,,,,,,,
767,98.82959127,,,,,,,,,,
766,98.80529981,,,,,,,,,,
765,98.75729121,,,,,,,,,,
764,98.72837066,,,,,,,,,,
763,98.67167256,,,,,,,,,,
762,98.62014542,,,,,,,,,,
761,98.6510914,,,,,,,,,,
760,98.63458637,,,,,,,,,,
759,98.65256073,,,,,,,,,,
758,98.70348812,,,,,,,,,,
757,98.70884581,,,,,,,,,,
756,98.73037691,,,,,,,,,,
755,98.82451279,,,,,,,,,,
754,98.81540486,,,,,,,,,,
753,98.83539295,,,,,,,,,,
752,98.81575885,,,,,,,,,,
751,98.81055122,,,,,,,,,,
750,98.76340976,,,,,,,,,,
749,98.73124451,,,,,,,,,,
748,98.66875016,,,,,,,,,,
747,98.58979265,,,,,,,,,,
746,98.55653417,,,,,,,,,,
745,98.50947382,,,,,,,,,,
744,98.52353309,,,,,,,,,,
743,98.48544398,,,,,,,,,,
742,98.52231018,,,,,,,,,,
741,98.57190349,,,,,,,,,,
740,98.59698584,,,,,,,,,,
739,98.64655956,,,,,,,,,,
738,98.6793032,,,,,,,,,,
737,98.70114447,,,,,,,,,,
736,98.75357293,,,,,,,,,,
735,98.6971831,,,,,,,,,,
734,98.71853055,,,,,,,,,,
733,98.69667602,,,,,,,,,,
732,98.58398456,,,,,,,,,,
731,98.57350168,,,,,,,,,,
730,98.50114225,,,,,,,,,,
729,98.44280467,,,,,,,,,,
728,98.41412595,,,,,,,,,,
727,98.36805726,,,,,,,,,,
726,98.3567874,,,,,,,,,,
725,98.3853749,,,,,,,,,,
724,98.3561204,,,,,,,,,,
723,98.35806765,,,,,,,,,,
722,98.35006376,,,,,,,,,,
721,98.32749754,,,,,,,,,,
720,98.35622204,,,,,,,,,,
719,98.29260968,,,,,,,,,,
718,98.30571142,,,,,,,,,,
717,98.29221626,,,,,,,,,,
716,98.25604988,,,,,,,,,,
715,98.25992667,,,,,,,,,,
714,98.28158136,,,,,,,,,,
713,98.33184736,,,,,,,,,,
712,98.36595624,,,,,,,,,,
711,98.39443251,,,,,,,,,,
710,98.42990061,,,,,,,,,,
709,98.47385039,,,,,,,,,,
708,98.50387842,,,,,,,,,,
707,98.50246424,,,,,,,,,,
706,98.46661797,,,,,,,,,,
705,98.44472151,,,,,,,,,,
704,98.38356715,,,,,,,,,,
703,98.28420308,,,,,,,,,,
702,98.26957858,,,,,,,,,,
701,98.20870711,,,,,,,,,,
700,98.16477444,,,,,,,,,,
699,98.17517031,,,,,,,,,,
698,98.15138072,,,,,,,,,,
697,98.16892057,,,,,,,,,,
696,98.19074193,,,,,,,,,,
695,98.22005279,,,,,,,,,,
694,98.26867613,,,,,,,,,,
693,98.24216453,,,,,,,,,,
692,98.26436505,,,,,,,,,,
691,98.24116657,,,,,,,,,,
690,98.22953621,,,,,,,,,,
689,98.2608327,,,,,,,,,,
688,98.28211775,,,,,,,,,,
687,98.28076223,,,,,,,,,,
686,98.34558703,,,,,,,,,,
685,98.34312654,,,,,,,,,,
684,98.39867333,,,,,,,,,,
683,98.42454814,,,,,,,,,,
682,98.42684449,,,,,,,,,,
681,98.4263742,,,,,,,,,,
680,98.40308045,,,,,,,,,,
679,98.40986432,,,,,,,,,,
678,98.3139311,,,,,,,,,,
677,98.26117284,,,,,,,,,,
676,98.24586212,,,,,,,,,,
675,98.2179112,,,,,,,,,,
674,98.18403012,,,,,,,,,,
673,98.18106341,,,,,,,,,,
672,98.23805143,,,,,,,,,,
671,98.29776639,,,,,,,,,,
670,98.32262965,,,,,,,,,,
669,98.37490164,,,,,,,,,,
668,98.41146637,,,,,,,,,,
667,98.4484444,,,,,,,,,,
666,98.4665135,,,,,,,,,,
665,98.41031969,,,,,,,,,,
664,98.44046198,,,,,,,,,,
663,98.41699207,,,,,,,,,,
662,98.37738947,,,,,,,,,,
661,98.41409537,,,,,,,,,,
660,98.41840559,,,,,,,,,,
659,98.46353628,,,,,,,,,,
658,98.42737701,,,,,,,,,,
657,98.44860976,,,,,,,,,,
656,98.44479415,,,,,,,,,,
655,98.45203666,,,,,,,,,,
654,98.45126081,,,,,,,,,,
653,98.45717757,,,,,,,,,,
652,98.47036008,,,,,,,,,,
651,98.48749308,,,,,,,,,,
650,98.52465164,,,,,,,,,,
649,98.58268967,,,,,,,,,,
648,98.69075186,,,,,,,,,,
647,98.73101863,,,,,,,,,,
646,98.77532756,,,,,,,,,,
645,98.83841313,,,,,,,,,,
644,98.81875837,,,,,,,,,,
643,98.78684007,,,,,,,,,,
642,98.71781833,,,,,,,,,,
641,98.65915167,,,,,,,,,,
640,98.59525638,,,,,,,,,,
639,98.54454805,,,,,,,,,,
638,98.50975715,,,,,,,,,,
637,98.50490694,,,,,,,,,,
636,98.51248807,,,,,,,,,,
635,98.53521493,,,,,,,,,,
634,98.55329797,,,,,,,,,,
633,98.60873157,,,,,,,,,,
632,98.63661141,,,,,,,,,,
631,98.65216009,,,,,,,,,,
630,98.68501438,,,,,,,,,,
629,98.73693747,,,,,,,,,,
628,98.7620633,,,,,,,,,,
627,98.80735925,,,,,,,,,,
626,98.84192289,,,,,,,,,,
625,98.89478386,,,,,,,,,,
624,98.85529106,,,,,,,,,,
623,98.84715176,,,,,,,,,,
622,98.77576496,,,,,,,,,,
621,98.71732109,,,,,,,,,,
620,98.67531761,,,,,,,,,,
619,98.60919693,,,,,,,,,,
618,98.59358962,,,,,,,,,,
617,98.6106793,,,,,,,,,,
616,98.62839886,,,,,,,,,,
615,98.66744255,,,,,,,,,,
614,98.67258518,,,,,,,,,,
613,98.62309858,,,,,,,,,,
612,98.55449909,,,,,,,,,,
611,98.49816474,,,,,,,,,,
610,98.41736226,,,,,,,,,,
609,98.41953822,,,,,,,,,,
608,98.45369795,,,,,,,,,,
607,98.48854364,,,,,,,,,,
606,98.59536337,,,,,,,,,,
605,98.70056298,,,,,,,,,,
604,98.75386323,,,,,,,,,,
603,98.73011749,,,,,,,,,,
602,98.65961841,,,,,,,,,,
601,98.52216888,,,,,,,,,,
