Wavelength (nm),Transmission (%),,,,,,
1575,74.86965752,,,,,,
1574,74.8327961,,,,,,
1573,74.75339508,,,,,,
1572,74.79475021,,,,,,
1571,74.75016213,,,,,,
1570,74.69931412,,,,,,
1569,74.67184639,,,,,,
1568,74.64323807,,,,,,
1567,74.59989357,,,,,,
1566,74.59003639,,,,,,
1565,74.53339958,,,,,,
1564,74.49998093,,,,,,
1563,74.45713806,,,,,,
1562,74.42121697,,,,,,
1561,74.40162087,,,,,,
1560,74.35752487,,,,,,
1559,74.32235909,,,,,,
1558,74.30165863,,,,,,
1557,74.24353791,,,,,,
1556,74.2205925,,,,,,
1555,74.14032936,,,,,,
1554,74.14105797,,,,,,
1553,74.12471771,,,,,,
1552,74.05745125,,,,,,
1551,74.04696083,,,,,,
1550,74.00823021,,,,,,
1549,73.97440148,,,,,,
1548,73.9629097,,,,,,
1547,73.91646004,,,,,,
1546,73.87787247,,,,,,
1545,73.84753609,,,,,,
1544,73.765728,,,,,,
1543,73.75054551,,,,,,
1542,73.75079346,,,,,,
1541,73.72529984,,,,,,
1540,73.65463829,,,,,,
1539,73.63534165,,,,,,
1538,73.55696297,,,,,,
1537,73.58793068,,,,,,
1536,73.53534508,,,,,,
1535,73.48294831,,,,,,
1534,73.45914078,,,,,,
1533,73.41249276,,,,,,
1532,73.42497254,,,,,,
1531,73.3442688,,,,,,
1530,73.29556656,,,,,,
1529,73.29232979,,,,,,
1528,73.25159455,,,,,,
1527,73.21291161,,,,,,
1526,73.2031002,,,,,,
1525,73.17201424,,,,,,
1524,73.11340141,,,,,,
1523,73.07341767,,,,,,
1522,73.01420212,,,,,,
1521,73.0053463,,,,,,
1520,72.96693802,,,,,,
1519,72.93420601,,,,,,
1518,72.8973465,,,,,,
1517,72.87761498,,,,,,
1516,72.86677361,,,,,,
1515,72.7763939,,,,,,
1514,72.7667656,,,,,,
1513,72.72750283,,,,,,
1512,72.6835289,,,,,,
1511,72.68598175,,,,,,
1510,72.61896134,,,,,,
1509,72.59142304,,,,,,
1508,72.53466225,,,,,,
1507,72.50267029,,,,,,
1506,72.47593689,,,,,,
1505,72.45433236,,,,,,
1504,72.39018631,,,,,,
1503,72.34254456,,,,,,
1502,72.33173561,,,,,,
1501,72.28555298,,,,,,
1500,72.24780464,,,,,,
1499,72.21325493,,,,,,
1498,72.19015503,,,,,,
1497,72.16595841,,,,,,
1496,72.10200882,,,,,,
1495,72.06707382,,,,,,
1494,72.02080155,,,,,,
1493,72.03905297,,,,,,
1492,71.97769928,,,,,,
1491,71.96161652,,,,,,
1490,71.91168785,,,,,,
1489,71.8474617,,,,,,
1488,71.82247734,,,,,,
1487,71.79545975,,,,,,
1486,71.7709198,,,,,,
1485,71.73205948,,,,,,
1484,71.66827202,,,,,,
1483,71.6477089,,,,,,
1482,71.62938309,,,,,,
1481,71.56832695,,,,,,
1480,71.53686524,,,,,,
1479,71.51091767,,,,,,
1478,71.47168732,,,,,,
1477,71.42425919,,,,,,
1476,71.40971756,,,,,,
1475,71.37713623,,,,,,
1474,71.2909565,,,,,,
1473,71.24681664,,,,,,
1472,71.25339318,,,,,,
1471,71.19967079,,,,,,
1470,71.17204857,,,,,,
1469,71.14220047,,,,,,
1468,71.10392952,,,,,,
1467,71.07302666,,,,,,
1466,71.00128937,,,,,,
1465,70.96595383,,,,,,
1464,70.93350029,,,,,,
1463,70.89805413,,,,,,
1462,70.87641335,,,,,,
1461,70.83073807,,,,,,
1460,70.76298523,,,,,,
1459,70.74246597,,,,,,
1458,70.69459724,,,,,,
1457,70.64743424,,,,,,
1456,70.64640808,,,,,,
1455,70.57406998,,,,,,
1454,70.54892922,,,,,,
1453,70.49054909,,,,,,
1452,70.44556427,,,,,,
1451,70.41322327,,,,,,
1450,70.35853958,,,,,,
1449,70.32240486,,,,,,
1448,70.29457855,,,,,,
1447,70.21233368,,,,,,
1446,70.19771385,,,,,,
1445,70.16751099,,,,,,
1444,70.10041618,,,,,,
1443,70.05371094,,,,,,
1442,69.97411347,,,,,,
1441,69.95540429,,,,,,
1440,69.92084694,,,,,,
1439,69.8655529,,,,,,
1438,69.83615112,,,,,,
1437,69.75489617,,,,,,
1436,69.69501877,,,,,,
1435,69.64459992,,,,,,
1434,69.60577011,,,,,,
1433,69.53902626,,,,,,
1432,69.49169922,,,,,,
1431,69.42118836,,,,,,
1430,69.40119362,,,,,,
1429,69.31504059,,,,,,
1428,69.25698281,,,,,,
1427,69.19271088,,,,,,
1426,69.16137505,,,,,,
1425,69.07683563,,,,,,
1424,68.9881649,,,,,,
1423,68.92193032,,,,,,
1422,68.87939835,,,,,,
1421,68.78933525,,,,,,
1420,68.70400238,,,,,,
1419,68.64478302,,,,,,
1418,68.54574013,,,,,,
1417,68.47628784,,,,,,
1416,68.38181687,,,,,,
1415,68.27918244,,,,,,
1414,68.19483948,,,,,,
1413,68.08244133,,,,,,
1412,67.97130776,,,,,,
1411,67.87561417,,,,,,
1410,67.77212143,,,,,,
1409,67.63629341,,,,,,
1408,67.52376366,,,,,,
1407,67.33327103,,,,,,
1406,67.23641014,,,,,,
1405,67.06238175,,,,,,
1404,66.90767861,,,,,,
1403,66.74694634,,,,,,
1402,66.57952881,,,,,,
1401,66.3552742,,,,,,
1400,66.15509224,,,,,,
1399,65.91558838,,,,,,
1398,65.7084961,,,,,,
1397,65.48938179,,,,,,
1396,65.23750305,,,,,,
1395,65.01413346,,,,,,
1394,64.74100685,,,,,,
1393,64.44664955,,,,,,
1392,64.1878624,,,,,,
1391,63.97491837,,,,,,
1390,63.75699807,,,,,,
1389,63.51110077,,,,,,
1388,63.28104019,,,,,,
1387,63.07519341,,,,,,
1386,62.87813187,,,,,,
1385,62.80830765,,,,,,
1384,62.69314957,,,,,,
1383,62.74073029,,,,,,
1382,62.78596497,,,,,,
1381,62.98953247,,,,,,
1380,63.22460365,,,,,,
1379,63.51894379,,,,,,
1378,63.87367249,,,,,,
1377,64.30812455,,,,,,
1376,64.72325516,,,,,,
1375,65.18185234,,,,,,
1374,65.64682007,,,,,,
1373,66.0464325,,,,,,
1372,66.35745621,,,,,,
1371,66.64570237,,,,,,
1370,66.90019226,,,,,,
1369,67.06593514,,,,,,
1368,67.18649101,,,,,,
1367,67.27639198,,,,,,
1366,67.33215141,,,,,,
1365,67.32756806,,,,,,
1364,67.37431717,,,,,,
1363,67.41497612,,,,,,
1362,67.40742111,,,,,,
1361,67.44006729,,,,,,
1360,67.43381882,,,,,,
1359,67.41486168,,,,,,
1358,67.42154694,,,,,,
1357,67.4181099,,,,,,
1356,67.42261505,,,,,,
1355,67.39331818,,,,,,
1354,67.38518715,,,,,,
1353,67.34640694,,,,,,
1352,67.35965729,,,,,,
1351,67.35207558,,,,,,
1350,67.35222626,,,,,,
1349,67.33257866,,,,,,
1348,67.30561066,,,,,,
1347,67.33451271,,,,,,
1346,67.31679153,,,,,,
1345,67.29447556,,,,,,
1344,67.28034783,,,,,,
1343,67.29280854,,,,,,
1342,67.30675698,,,,,,
1341,67.27502823,,,,,,
1340,67.29574585,,,,,,
1339,67.27062798,,,,,,
1338,67.26873398,,,,,,
1337,67.24416542,,,,,,
1336,67.26921654,,,,,,
1335,67.25327492,,,,,,
1334,67.22913742,,,,,,
1333,67.21858025,,,,,,
1332,67.23651123,,,,,,
1331,67.25609017,,,,,,
1330,67.20058442,,,,,,
1329,67.20841026,,,,,,
1328,67.21751786,,,,,,
1327,67.17179108,,,,,,
1326,67.14713097,,,,,,
1325,67.15431214,,,,,,
1324,67.16354561,,,,,,
1323,67.1484356,,,,,,
1322,67.13837815,,,,,,
1321,67.11221695,,,,,,
1320,67.11705971,,,,,,
1319,67.10990525,,,,,,
1318,67.1052208,,,,,,
1317,67.08275795,,,,,,
1316,67.04641724,,,,,,
1315,67.04672623,,,,,,
1314,67.03843308,,,,,,
1313,67.0221405,,,,,,
1312,67.01566697,,,,,,
1311,66.99492836,,,,,,
1310,66.98698044,,,,,,
1309,66.96676445,,,,,,
1308,66.96124268,,,,,,
1307,66.95858002,,,,,,
1306,66.96684647,,,,,,
1305,66.92951775,,,,,,
1304,66.9273777,,,,,,
1303,66.91495323,,,,,,
1302,66.88682556,,,,,,
1301,66.88619423,,,,,,
1300,66.83713341,,,,,,
1299,66.85290718,,,,,,
1298,66.83773041,,,,,,
1297,66.81060791,,,,,,
1296,66.81827545,,,,,,
1295,66.81074143,,,,,,
1294,66.77330399,,,,,,
1293,66.76805497,,,,,,
1292,66.76280976,,,,,,
1291,66.74643135,,,,,,
1290,66.73176575,,,,,,
1289,66.73382187,,,,,,
1288,66.71177292,,,,,,
1287,66.72716904,,,,,,
1286,66.68947792,,,,,,
1285,66.71591187,,,,,,
1284,66.65398026,,,,,,
1283,66.67482376,,,,,,
1282,66.69298554,,,,,,
1281,66.64432145,,,,,,
1280,66.6325512,,,,,,
1279,66.62425041,,,,,,
1278,66.61474609,,,,,,
1277,66.60231972,,,,,,
1276,66.59346771,,,,,,
1275,66.5858078,,,,,,
1274,66.59529877,,,,,,
1273,66.55380058,,,,,,
1272,66.53542137,,,,,,
1271,66.56947899,,,,,,
1270,66.52044487,,,,,,
1269,66.52943039,,,,,,
1268,66.54038811,,,,,,
1267,66.491642,,,,,,
1266,66.52264786,,,,,,
1265,66.47072983,,,,,,
1264,66.4748745,,,,,,
1263,66.48119545,,,,,,
1262,66.45954323,,,,,,
1261,66.41775704,,,,,,
1260,66.42513085,,,,,,
1259,66.3729744,,,,,,
1258,66.37955284,,,,,,
1257,66.38776017,,,,,,
1256,66.37202072,,,,,,
1255,66.35766411,,,,,,
1254,66.34898377,,,,,,
1253,66.32971001,,,,,,
1252,66.30569268,,,,,,
1251,66.28921318,,,,,,
1250,66.29298211,,,,,,
1249,66.28730965,,,,,,
1248,66.28789521,,,,,,
1247,66.31842613,,,,,,
1246,66.27823258,,,,,,
1245,66.26198388,,,,,,
1244,66.30559349,,,,,,
1243,66.29161454,,,,,,
1242,66.3041153,,,,,,
1241,66.31093216,,,,,,
1240,66.37302971,,,,,,
1239,66.37059403,,,,,,
1238,66.3996563,,,,,,
1237,66.38676644,,,,,,
1236,66.39544678,,,,,,
1235,66.41437912,,,,,,
1234,66.43540764,,,,,,
1233,66.48078346,,,,,,
1232,66.51399994,,,,,,
1231,66.54835511,,,,,,
1230,66.52223588,,,,,,
1229,66.56650734,,,,,,
1228,66.57297325,,,,,,
1227,66.57019615,,,,,,
1226,66.56528664,,,,,,
1225,66.60562516,,,,,,
1224,66.61737633,,,,,,
1223,66.6089077,,,,,,
1222,66.59804154,,,,,,
1221,66.63241005,,,,,,
1220,66.62801552,,,,,,
1219,66.6434269,,,,,,
1218,66.67025185,,,,,,
1217,66.64656258,,,,,,
1216,66.6969986,,,,,,
1215,66.69562912,,,,,,
1214,66.6993351,,,,,,
1213,66.67244912,,,,,,
1212,66.72092247,,,,,,
1211,66.68099022,,,,,,
1210,66.73047638,,,,,,
1209,66.78845406,,,,,,
1208,66.76866532,,,,,,
1207,66.78667832,,,,,,
1206,66.8127575,,,,,,
1205,66.7796669,,,,,,
1204,66.78419876,,,,,,
1203,66.80661202,,,,,,
1202,66.80430031,,,,,,
1201,66.84063912,,,,,,
1200,66.86636543,,,,,,
1199,66.86909485,,,,,,
1198,66.89154625,,,,,,
1197,66.92229081,,,,,,
1196,66.8921547,,,,,,
1195,66.92358589,,,,,,
1194,66.95146942,,,,,,
1193,66.96891213,,,,,,
1192,66.97637368,,,,,,
1191,67.01403809,,,,,,
1190,67.03056527,,,,,,
1189,67.06601906,,,,,,
1188,67.06121063,,,,,,
1187,67.08754349,,,,,,
1186,67.12759781,,,,,,
1185,67.14567375,,,,,,
1184,67.14466477,,,,,,
1183,67.17376328,,,,,,
1182,67.20562744,,,,,,
1181,67.18562508,,,,,,
1180,67.22057915,,,,,,
1179,67.26534271,,,,,,
1178,67.2540493,,,,,,
1177,67.29738808,,,,,,
1176,67.30087853,,,,,,
1175,67.33442116,,,,,,
1174,67.35189438,,,,,,
1173,67.36000061,,,,,,
1172,67.36623192,,,,,,
1171,67.4088192,,,,,,
1170,67.41295052,,,,,,
1169,67.46614075,,,,,,
1168,67.50244331,,,,,,
1167,67.51299286,,,,,,
1166,67.54278374,,,,,,
1165,67.57996178,,,,,,
1164,67.58666993,,,,,,
1163,67.61994744,,,,,,
1162,67.63279343,,,,,,
1161,67.66319657,,,,,,
1160,67.71168137,,,,,,
1159,67.6934185,,,,,,
1158,67.7810173,,,,,,
1157,67.78005219,,,,,,
1156,67.81650925,,,,,,
1155,67.86618805,,,,,,
1154,67.85547638,,,,,,
1153,67.90977478,,,,,,
1152,67.94123078,,,,,,
1151,67.97562027,,,,,,
1150,68.00991058,,,,,,
1149,68.03773499,,,,,,
1148,68.08485603,,,,,,
1147,68.05014992,,,,,,
1146,68.14212037,,,,,,
1145,68.13433457,,,,,,
1144,68.21241379,,,,,,
1143,68.24409295,,,,,,
1142,68.2401371,,,,,,
1141,68.28769493,,,,,,
1140,68.36059571,,,,,,
1139,68.376791,,,,,,
1138,68.37387085,,,,,,
1137,68.40477562,,,,,,
1136,68.45255852,,,,,,
1135,68.48118782,,,,,,
1134,68.5107193,,,,,,
1133,68.54661179,,,,,,
1132,68.60025025,,,,,,
1131,68.64574051,,,,,,
1130,68.67514229,,,,,,
1129,68.7034111,,,,,,
1128,68.72662545,,,,,,
1127,68.77701569,,,,,,
1126,68.85505867,,,,,,
1125,68.86898041,,,,,,
1124,68.88856125,,,,,,
1123,68.95203018,,,,,,
1122,68.97677613,,,,,,
1121,69.01984597,,,,,,
1120,69.03204918,,,,,,
1119,69.0887413,,,,,,
1118,69.13817787,,,,,,
1117,69.1535511,,,,,,
1116,69.16558838,,,,,,
1115,69.26265717,,,,,,
1114,69.30358887,,,,,,
1113,69.35838318,,,,,,
1112,69.39448357,,,,,,
1111,69.42969132,,,,,,
1110,69.43999291,,,,,,
1109,69.5028534,,,,,,
1108,69.53715897,,,,,,
1107,69.57682801,,,,,,
1106,69.63446045,,,,,,
1105,69.65649033,,,,,,
1104,69.74451066,,,,,,
1103,69.77012825,,,,,,
1102,69.82388496,,,,,,
1101,69.84461594,,,,,,
1100,69.95195961,,,,,,
1099,69.95330811,,,,,,
1098,70.04250717,,,,,,
1097,70.06856346,,,,,,
1096,70.07667542,,,,,,
1095,70.10665131,,,,,,
1094,70.16400147,,,,,,
1093,70.19604493,,,,,,
1092,70.25174904,,,,,,
1091,70.33283043,,,,,,
1090,70.36476898,,,,,,
1089,70.3913765,,,,,,
1088,70.46177673,,,,,,
1087,70.49710846,,,,,,
1086,70.55388451,,,,,,
1085,70.59398842,,,,,,
1084,70.66740227,,,,,,
1083,70.67652893,,,,,,
1082,70.76795197,,,,,,
1081,70.77248192,,,,,,
1080,70.85834313,,,,,,
1079,70.89952088,,,,,,
1078,70.94039154,,,,,,
1077,70.98717499,,,,,,
1076,71.0158577,,,,,,
1075,71.10620499,,,,,,
1074,71.13376236,,,,,,
1073,71.17866135,,,,,,
1072,71.20601082,,,,,,
1071,71.29333687,,,,,,
1070,71.3155346,,,,,,
1069,71.34595871,,,,,,
1068,71.38415528,,,,,,
1067,71.46188355,,,,,,
1066,71.52456284,,,,,,
1065,71.6305542,,,,,,
1064,71.61403084,,,,,,
1063,71.64792252,,,,,,
1062,71.70905685,,,,,,
1061,71.85364151,,,,,,
1060,71.87755204,,,,,,
1059,71.87773705,,,,,,
1058,71.95342636,,,,,,
1057,71.99443054,,,,,,
1056,71.94669724,,,,,,
1055,72.01106644,,,,,,
1054,72.09666062,,,,,,
1053,72.16568947,,,,,,
1052,72.14575005,,,,,,
1051,72.32839966,,,,,,
1050,72.31867981,,,,,,
1049,72.63713265,,,,,,
1048,72.683918,,,,,,
1047,72.72369385,,,,,,
1046,72.76833725,,,,,,
1045,72.80826378,,,,,,
1044,72.84905625,,,,,,
1043,72.89662743,,,,,,
1042,72.93627739,,,,,,
1041,72.97617912,,,,,,
1040,73.01676369,,,,,,
1039,73.07068062,,,,,,
1038,73.10956001,,,,,,
1037,73.15180779,,,,,,
1036,73.19359589,,,,,,
1035,73.22583962,,,,,,
1034,73.26346016,,,,,,
1033,73.30249405,,,,,,
1032,73.34067917,,,,,,
1031,73.37627602,,,,,,
1030,73.41661453,,,,,,
1029,73.45273781,,,,,,
1028,73.4885788,,,,,,
1027,73.52882576,,,,,,
1026,73.56094361,,,,,,
1025,73.59043312,,,,,,
1024,73.62580491,,,,,,
1023,73.6603756,,,,,,
1022,73.69354248,,,,,,
1021,73.72662354,,,,,,
1020,73.76216507,,,,,,
1019,73.78901673,,,,,,
1018,73.81685829,,,,,,
1017,73.85267639,,,,,,
1016,73.8804226,,,,,,
1015,73.90833092,,,,,,
1014,73.9315567,,,,,,
1013,73.95687103,,,,,,
1012,73.98829651,,,,,,
1011,74.01391411,,,,,,
1010,74.03725815,,,,,,
1009,74.05875778,,,,,,
1008,74.07973099,,,,,,
1007,74.11214829,,,,,,
1006,74.1285019,,,,,,
1005,74.14685059,,,,,,
1004,74.16890335,,,,,,
1003,74.19395829,,,,,,
1002,74.20786667,,,,,,
1001,74.22024727,,,,,,
1000,74.23537636,,,,,,
999,74.25598908,,,,,,
998,74.26028252,,,,,,
997,74.2834034,,,,,,
996,74.2959404,,,,,,
995,74.30194474,,,,,,
994,74.3099041,,,,,,
993,74.31104851,,,,,,
992,74.32452965,,,,,,
991,74.33070374,,,,,,
990,74.34246445,,,,,,
989,74.34528351,,,,,,
988,74.34920883,,,,,,
987,74.35736847,,,,,,
986,74.35451508,,,,,,
985,74.35406685,,,,,,
984,74.36128044,,,,,,
983,74.36065674,,,,,,
982,74.35176659,,,,,,
981,74.35383415,,,,,,
980,74.34706879,,,,,,
979,74.33452416,,,,,,
978,74.32709503,,,,,,
977,74.3173523,,,,,,
976,74.30923844,,,,,,
975,74.30212784,,,,,,
974,74.28857422,,,,,,
973,74.2722683,,,,,,
972,74.25670815,,,,,,
971,74.23852158,,,,,,
970,74.21980095,,,,,,
969,74.20123101,,,,,,
968,74.18125725,,,,,,
967,74.15767289,,,,,,
966,74.13510704,,,,,,
965,74.1073494,,,,,,
964,74.0829773,,,,,,
963,74.04739571,,,,,,
962,74.01581192,,,,,,
961,73.98510933,,,,,,
960,73.9498539,,,,,,
959,73.90842057,,,,,,
958,73.87150765,,,,,,
957,73.82930565,,,,,,
956,73.78022766,,,,,,
955,73.74615669,,,,,,
954,73.7003994,,,,,,
953,73.64232254,,,,,,
952,73.60078049,,,,,,
951,73.54669953,,,,,,
950,73.49159813,,,,,,
949,73.44004059,,,,,,
948,73.37489319,,,,,,
947,73.31339836,,,,,,
946,73.25922966,,,,,,
945,73.20344734,,,,,,
944,73.14484597,,,,,,
943,73.08637047,,,,,,
942,73.03431702,,,,,,
941,72.98271752,,,,,,
940,72.93928719,,,,,,
939,72.90311623,,,,,,
938,72.85514641,,,,,,
937,72.79828644,,,,,,
936,72.75391579,,,,,,
935,72.69189453,,,,,,
934,72.62970543,,,,,,
933,72.57053185,,,,,,
932,72.49503136,,,,,,
931,72.42601204,,,,,,
930,72.35986519,,,,,,
929,72.27877236,,,,,,
928,72.19837952,,,,,,
927,72.12243271,,,,,,
926,72.04728317,,,,,,
925,71.9706173,,,,,,
924,71.89659882,,,,,,
923,71.81805229,,,,,,
922,71.72032547,,,,,,
921,71.64126206,,,,,,
920,71.54645157,,,,,,
919,71.46079445,,,,,,
918,71.36460114,,,,,,
917,71.27495766,,,,,,
916,71.18184662,,,,,,
915,71.07493782,,,,,,
914,70.98375702,,,,,,
913,70.89204407,,,,,,
912,70.78749275,,,,,,
911,70.68453408,,,,,,
910,70.57471657,,,,,,
909,70.47602082,,,,,,
908,70.36938286,,,,,,
907,70.26184845,,,,,,
906,70.14790726,,,,,,
905,70.04805565,,,,,,
904,69.93511582,,,,,,
903,69.82559586,,,,,,
902,69.70621872,,,,,,
901,69.59238815,,,,,,
900,69.48864556,,,,,,
899,69.3640728,,,,,,
898,69.24881744,,,,,,
897,69.1307621,,,,,,
896,69.00726318,,,,,,
895,68.89175987,,,,,,
894,68.76902199,,,,,,
893,68.64097214,,,,,,
892,68.51443482,,,,,,
891,68.38756371,,,,,,
890,68.25911332,,,,,,
889,68.1291275,,,,,,
888,68.01456833,,,,,,
887,67.88025093,,,,,,
886,67.75356484,,,,,,
885,67.6185875,,,,,,
884,67.48222161,,,,,,
883,67.3475895,,,,,,
882,67.22183037,,,,,,
881,67.08083534,,,,,,
880,66.94154167,,,,,,
879,66.81163216,,,,,,
878,66.67540741,,,,,,
877,66.52810288,,,,,,
876,66.3785553,,,,,,
875,66.2531147,,,,,,
874,66.11390686,,,,,,
873,65.97083092,,,,,,
872,65.81748963,,,,,,
871,65.67269516,,,,,,
870,65.52843666,,,,,,
869,65.373415,,,,,,
868,65.24335289,,,,,,
867,65.11302185,,,,,,
866,64.95698547,,,,,,
865,64.8086567,,,,,,
864,64.6509819,,,,,,
863,64.50544167,,,,,,
862,64.36993027,,,,,,
861,64.20957947,,,,,,
860,64.09085465,,,,,,
859,63.91685104,,,,,,
858,63.75154877,,,,,,
857,63.61917877,,,,,,
856,63.46807289,,,,,,
855,63.3139782,,,,,,
854,63.1831913,,,,,,
853,63.02757454,,,,,,
852,62.86984062,,,,,,
851,62.71740342,,,,,,
850,62.55816841,,,,,,
849,62.40537644,,,,,,
848,62.27305413,,,,,,
847,62.11813164,,,,,,
846,61.9636612,,,,,,
845,61.82160187,,,,,,
844,61.67125702,,,,,,
843,61.53227425,,,,,,
842,61.37748909,,,,,,
841,61.2085495,,,,,,
840,61.05916024,,,,,,
839,60.88917923,,,,,,
838,60.75864602,,,,,,
837,60.59606934,,,,,,
836,60.42909813,,,,,,
835,60.30062103,,,,,,
834,60.12322617,,,,,,
833,59.98979378,,,,,,
832,59.83412362,,,,,,
831,59.67594338,,,,,,
830,59.55121422,,,,,,
829,59.39116478,,,,,,
828,59.23788452,,,,,,
827,59.10074044,,,,,,
826,58.92206001,,,,,,
825,58.77617073,,,,,,
824,58.6319561,,,,,,
823,58.52136803,,,,,,
822,58.34975624,,,,,,
821,58.19647408,,,,,,
820,58.05044175,,,,,,
819,57.9125309,,,,,,
818,57.75848198,,,,,,
817,57.60248566,,,,,,
816,57.45191956,,,,,,
815,57.31816674,,,,,,
814,57.15524865,,,,,,
813,57.03668785,,,,,,
812,56.88228989,,,,,,
811,56.74578667,,,,,,
810,56.59493065,,,,,,
809,56.43266487,,,,,,
808,56.30316544,,,,,,
807,56.14768028,,,,,,
806,56.05444145,,,,,,
805,55.87676049,,,,,,
804,55.75827599,,,,,,
803,55.64487267,,,,,,
802,55.51123047,,,,,,
801,55.37695313,,,,,,
800,55.23489571,,,,,,
799,55.00370026,,,,,,
798,54.90595437,,,,,,
797,54.81260872,,,,,,
796,54.63422585,,,,,,
795,54.53281784,,,,,,
794,54.36282731,,,,,,
793,54.23218918,,,,,,
792,54.12127876,,,,,,
791,54.03812981,,,,,,
790,53.90795898,,,,,,
789,53.73578835,,,,,,
788,53.64101982,,,,,,
787,53.46749878,,,,,,
786,53.42019654,,,,,,
785,53.22000313,,,,,,
784,53.12997628,,,,,,
783,53.03367043,,,,,,
782,52.87713051,,,,,,
781,52.71077156,,,,,,
780,52.70223046,,,,,,
779,52.49859619,,,,,,
778,52.42218399,,,,,,
777,52.28427124,,,,,,
776,52.15406991,,,,,,
775,52.03753853,,,,,,
774,51.92428971,,,,,,
773,51.8778801,,,,,,
772,51.71667099,,,,,,
771,51.63357163,,,,,,
770,51.50574112,,,,,,
769,51.4368248,,,,,,
768,51.26644898,,,,,,
767,51.17975998,,,,,,
766,51.04258156,,,,,,
765,50.9514885,,,,,,
764,50.90896988,,,,,,
763,50.7717762,,,,,,
762,50.69073868,,,,,,
761,50.57658577,,,,,,
760,50.50208855,,,,,,
759,50.38348198,,,,,,
758,50.29482651,,,,,,
757,50.17368508,,,,,,
756,50.10071183,,,,,,
755,50.01812744,,,,,,
754,49.91523552,,,,,,
753,49.85760498,,,,,,
752,49.74955559,,,,,,
751,49.65612221,,,,,,
750,49.5882206,,,,,,
749,49.49333763,,,,,,
748,49.39972496,,,,,,
747,49.31972122,,,,,,
746,49.25505257,,,,,,
745,49.16151047,,,,,,
744,49.10153199,,,,,,
743,49.03907395,,,,,,
742,48.92282486,,,,,,
741,48.87008667,,,,,,
740,48.82962608,,,,,,
739,48.71408463,,,,,,
738,48.64832497,,,,,,
737,48.55975914,,,,,,
736,48.49139214,,,,,,
735,48.42747689,,,,,,
734,48.3834362,,,,,,
733,48.33013154,,,,,,
732,48.23751068,,,,,,
731,48.16820145,,,,,,
730,48.12472725,,,,,,
729,48.07491112,,,,,,
728,48.01126099,,,,,,
727,47.96684456,,,,,,
726,47.89878655,,,,,,
725,47.86104965,,,,,,
724,47.81052399,,,,,,
723,47.73269272,,,,,,
722,47.72919273,,,,,,
721,47.66378403,,,,,,
720,47.59971046,,,,,,
719,47.54792214,,,,,,
718,47.54027176,,,,,,
717,47.46314049,,,,,,
716,47.42979431,,,,,,
715,47.399292,,,,,,
714,47.35410882,,,,,,
713,47.34561539,,,,,,
712,47.295578,,,,,,
711,47.24328614,,,,,,
710,47.20950127,,,,,,
709,47.21440887,,,,,,
708,47.18157959,,,,,,
707,47.13458824,,,,,,
706,47.1042347,,,,,,
705,47.08501625,,,,,,
704,47.06918717,,,,,,
703,47.03492356,,,,,,
702,47.00708199,,,,,,
701,46.97076226,,,,,,
700,46.96549416,,,,,,
699,46.93296623,,,,,,
698,46.9256115,,,,,,
697,46.90335083,,,,,,
696,46.88427544,,,,,,
695,46.90324211,,,,,,
694,46.85460282,,,,,,
693,46.85208702,,,,,,
692,46.85401154,,,,,,
691,46.85118485,,,,,,
690,46.82501793,,,,,,
689,46.80932999,,,,,,
688,46.80285263,,,,,,
687,46.82156945,,,,,,
686,46.77228546,,,,,,
685,46.79525566,,,,,,
684,46.80684662,,,,,,
683,46.81467247,,,,,,
682,46.81966019,,,,,,
681,46.7929287,,,,,,
680,46.81090736,,,,,,
679,46.80077362,,,,,,
678,46.82265282,,,,,,
677,46.82854271,,,,,,
676,46.81488991,,,,,,
675,46.80953217,,,,,,
674,46.82871628,,,,,,
673,46.83160782,,,,,,
672,46.84421539,,,,,,
671,46.87040329,,,,,,
670,46.87685013,,,,,,
669,46.87942314,,,,,,
668,46.91259003,,,,,,
667,46.92108536,,,,,,
666,46.92687035,,,,,,
665,46.9262352,,,,,,
664,46.94585037,,,,,,
663,46.97720528,,,,,,
662,46.99472809,,,,,,
661,46.99184609,,,,,,
660,47.0096302,,,,,,
659,47.04211998,,,,,,
658,47.04423333,,,,,,
657,47.06099129,,,,,,
656,47.08395004,,,,,,
655,47.10221482,,,,,,
654,47.12719727,,,,,,
653,47.16024781,,,,,,
652,47.15644264,,,,,,
651,47.16882897,,,,,,
650,47.19348335,,,,,,
649,47.20215225,,,,,,
648,47.2335701,,,,,,
647,47.24538422,,,,,,
646,47.27186966,,,,,,
645,47.29216767,,,,,,
644,47.32024193,,,,,,
643,47.33183289,,,,,,
642,47.35696602,,,,,,
641,47.38597107,,,,,,
640,47.40136338,,,,,,
639,47.42723084,,,,,,
638,47.42713165,,,,,,
637,47.46396256,,,,,,
636,47.47041321,,,,,,
635,47.5075779,,,,,,
634,47.52388192,,,,,,
633,47.52635765,,,,,,
632,47.54251289,,,,,,
631,47.58069992,,,,,,
630,47.59407616,,,,,,
629,47.59018135,,,,,,
628,47.6180954,,,,,,
627,47.60898209,,,,,,
626,47.6482029,,,,,,
625,47.65685845,,,,,,
624,47.68463135,,,,,,
623,47.6766243,,,,,,
622,47.687603,,,,,,
621,47.69680787,,,,,,
620,47.71124459,,,,,,
619,47.73871613,,,,,,
