387.55264,482260
387.9772,490701
388.40173,481900
388.82623,483863
389.25076,480011
389.67529,475537
390.09979,472600
390.52429,471434
390.94879,469655
391.37329,470470
391.79779,460015
392.22229,476290
392.64676,458874
393.07126,463609
393.49573,460668
393.9202,469641
394.34467,450878
394.76913,467916
395.19357,460429
395.61804,468958
396.04248,449073
396.46692,462994
396.89136,459548
397.3158,464956
397.74023,448218
398.16464,455583
398.58905,459426
399.01349,456814
399.4379,461220
399.86227,455734
400.28668,459208
400.71109,455344
401.13547,450044
401.55984,463700
401.98422,450691
402.4086,452669
402.83298,454223
403.25732,462806
403.6817,450102
404.10605,456255
404.5304,448536
404.95474,454223
405.37906,449311
405.80341,456575
406.22772,452551
406.65204,454059
407.07635,447219
407.50067,457793
407.92499,449793
408.34927,455081
408.77356,446811
409.19785,450948
409.62213,448658
410.04642,454671
410.4707,447498
410.89496,449411
411.31921,452282
411.74347,452981
412.16772,452741
412.59195,439710
413.0162,454692
413.44043,448832
413.86465,445786
414.28888,455057
414.7131,448718
415.1373,443303
415.56149,444836
415.98572,452808
416.40988,450820
416.83408,446856
417.25827,443450
417.68243,448850
418.1066,447423
418.53076,455476
418.95493,439189
419.37906,458878
419.80322,434682
420.22736,444851
420.65149,458759
421.07562,434442
421.49973,449396
421.92383,451204
422.34796,443152
422.77203,446667
423.19614,441189
423.62024,448637
424.04431,442716
424.46838,446890
424.89246,445804
425.31653,444877
425.74057,440275
426.16461,449991
426.58868,442827
427.0127,441803
427.43674,446369
427.86075,442320
428.28479,443638
428.7088,450041
429.13278,442731
429.55679,433158
429.98077,446909
430.40475,438332
430.82874,446285
431.25272,446649
431.6767,436392
432.10065,438100
432.5246,444368
432.94855,446495
433.37247,436630
433.79642,441491
434.22034,445797
434.64426,434331
435.06815,446250
435.49207,436941
435.91595,447733
436.33984,434135
436.76373,444195
437.18759,434592
437.61148,446286
438.03534,435637
438.4592,446645
438.88303,427326
439.30688,446053
439.73071,435659
440.15454,448073
440.57834,438129
441.00217,440350
441.42596,428555
441.84976,445432
442.27356,437107
442.69733,441363
443.12112,436299
443.54489,434758
443.96863,443949
444.3924,439473
444.81613,430334
445.23987,441325
445.6636,438875
446.08734,442589
446.51105,440551
446.93475,437771
447.35846,435198
447.78214,431786
448.20584,441245
448.62952,435889
449.05319,437406
449.47684,437553
449.90048,439629
450.32413,435975
450.74777,435107
451.17142,442512
451.59503,428960
452.01865,444281
452.44226,434309
452.86584,437327
453.28946,446802
453.71304,427372
454.1366,435506
454.56018,440359
454.98373,441842
455.40729,428902
455.83084,439072
456.25436,434697
456.67789,441183
457.10141,423952
457.52493,446552
457.94843,427379
458.37192,446554
458.79541,426543
459.2189,436274
459.64236,446202
460.06583,431988
460.48929,427447
460.91272,441493
461.33618,430623
461.75961,439624
462.18301,428503
462.60645,437376
463.02985,440177
463.45325,430582
463.87662,435663
464.29999,427722
464.72336,435015
465.14673,431189
465.5701,435566
465.99344,442887
466.41678,430529
466.84009,434905
467.26343,430900
467.68674,425132
468.11002,440336
468.53333,430969
468.9566,426210
469.37988,434807
469.80313,436668
470.22641,420032
470.64966,432095
471.07291,437073
471.49612,426641
471.91934,432280
472.34256,431934
472.76578,431817
473.18896,426443
473.61215,436267
474.03531,426690
474.4585,432961
474.88165,421542
475.30481,430079
475.72794,432611
476.15106,424293
476.57419,429739
476.99731,433129
477.42041,415823
477.84351,431133
478.2666,426624
478.68967,432293
479.11273,423965
479.5358,430047
479.95883,430012
480.3819,422980
480.8049,420186
481.22794,423296
481.65094,427861
482.07394,424185
482.49695,429172
482.91992,420533
483.3429,421865
483.76587,429976
484.18881,420905
484.61176,423202
485.0347,427763
485.45761,419881
485.88052,428867
486.30344,420647
486.72635,415211
487.14923,422696
487.57208,425453
487.99496,413674
488.41782,421570
488.84067,428878
489.26352,417488
489.68634,422362
490.10916,427466
490.53195,414748
490.95474,417923
491.37753,419383
491.80032,424388
492.22308,412364
492.64584,426972
493.0686,412947
493.49133,419175
493.91406,417337
494.33676,420789
494.75949,427930
495.18219,406529
495.60486,419842
496.02756,424614
496.4502,416694
496.87286,416012
497.2955,420780
497.71814,413441
498.14078,424006
498.56339,417600
498.98599,415174
499.4086,417360
499.83118,421768
500.25375,416438
500.6763,413655
501.09885,420014
501.52139,414251
501.94394,429969
502.36646,407742
502.78897,411904
503.21146,427809
503.63394,420398
504.05643,409731
504.47888,416877
504.90134,411522
505.32379,423856
505.74622,415193
506.16864,425204
506.59106,413607
507.01346,411792
507.43585,414589
507.85825,427636
508.28061,418421
508.70297,417482
509.12531,419883
509.54767,414262
509.96997,417437
510.3923,419883
510.81461,413707
511.23691,433928
511.65918,410258
512.08142,427506
512.50372,413354
512.92596,422787
513.34821,419475
513.77045,417011
514.19263,418929
514.61487,419776
515.03705,422662
515.45923,417819
515.88141,429408
516.30353,419166
516.72571,424813
517.14783,425807
517.56995,424090
517.99207,426931
518.41418,425515
518.83624,427321
519.25836,417190
