Wavelength (nm),SLS201L Power (a.u.),
1245.113403,0.969779494,
1245.189331,0.969685171,
1245.265259,0.969592224,
1245.341187,0.969498871,
1245.417236,0.969403435,
1245.493164,0.969307781,
1245.569214,0.969211736,
1245.645142,0.969118016,
1245.721191,0.969025893,
1245.797241,0.96893236,
1245.873291,0.968841007,
1245.949341,0.968749169,
1246.025391,0.968655817,
1246.10144,0.968561765,
1246.17749,0.9684698,
1246.25354,0.96837711,
1246.329712,0.968285104,
1246.405884,0.968194501,
1246.481934,0.968103043,
1246.558105,0.968011475,
1246.634155,0.967918866,
1246.710327,0.967824351,
1246.786499,0.967728902,
1246.862671,0.967634233,
1246.938843,0.967540968,
1247.015015,0.967448872,
1247.091187,0.967356342,
1247.167358,0.967263507,
1247.24353,0.967172308,
1247.319702,0.967082197,
1247.395996,0.966991952,
1247.472168,0.966901795,
1247.548462,0.966813229,
1247.624634,0.966724642,
1247.700928,0.966634455,
1247.777222,0.96654216,
1247.853516,0.96644961,
1247.92981,0.966356506,
1248.006104,0.966262892,
1248.082397,0.966168978,
1248.158813,0.966073788,
1248.235107,0.965978062,
1248.311401,0.965881467,
1248.387695,0.96578447,
1248.464111,0.965687356,
1248.540405,0.965591324,
1248.616821,0.965494874,
1248.693237,0.965397668,
1248.769653,0.965300428,
1248.845947,0.965203595,
1248.922363,0.965108314,
1248.998779,0.965013934,
1249.075195,0.96491956,
1249.151733,0.964824673,
1249.228149,0.964728553,
1249.304565,0.964629912,
1249.380981,0.964532406,
1249.45752,0.964434479,
1249.533936,0.964335331,
1249.610596,0.964235844,
1249.687012,0.964137528,
1249.76355,0.964040362,
1249.840088,0.963943532,
1249.916626,0.963846386,
1249.993164,0.963750222,
1250.069702,0.963655639,
1250.14624,0.963558662,
1250.222778,0.963462214,
1250.299438,0.963366446,
1250.375977,0.963270346,
1250.452515,0.963172358,
1250.529175,0.963074702,
1250.605835,0.962977366,
1250.682373,0.962879929,
1250.759033,0.962781927,
1250.835693,0.962685205,
1250.912354,0.96259016,
1250.989014,0.962493949,
1251.065674,0.962398723,
1251.142334,0.962304775,
1251.219116,0.962211222,
1251.295776,0.962116909,
1251.372559,0.962023277,
1251.449219,0.961930597,
1251.526001,0.961838177,
1251.602661,0.961744929,
1251.679443,0.961652761,
1251.756226,0.961560131,
1251.832886,0.96146542,
1251.909668,0.961370358,
1251.98645,0.961275717,
1252.063232,0.961180925,
1252.140137,0.961085398,
1252.216919,0.960989167,
1252.293701,0.960891473,
1252.370605,0.960795432,
1252.447388,0.960699632,
1252.524292,0.960603802,
1252.601074,0.960507537,
1252.677979,0.960410151,
1252.754883,0.960312069,
1252.831787,0.960213772,
1252.908691,0.960114898,
1252.985596,0.960016473,
1253.0625,0.959918202,
1253.139404,0.959818457,
1253.216309,0.959717073,
1253.293335,0.959616418,
1253.370239,0.959516313,
1253.447266,0.959416256,
1253.52417,0.95931558,
1253.601196,0.959214892,
1253.678101,0.959114616,
1253.755127,0.959014051,
1253.832153,0.958913622,
1253.90918,0.958812411,
1253.986206,0.958711354,
1254.063232,0.958610761,
1254.140259,0.958511165,
1254.217407,0.958410958,
1254.294434,0.958310565,
1254.371582,0.958210512,
1254.448608,0.958108615,
1254.525757,0.958004635,
1254.602905,0.957900052,
1254.679932,0.957795687,
1254.75708,0.957690553,
1254.834229,0.957584971,
1254.911377,0.957478833,
1254.988525,0.957373481,
1255.065674,0.957269467,
1255.142822,0.957164294,
1255.219971,0.957062116,
1255.297241,0.956960102,
1255.37439,0.956858707,
1255.45166,0.95675615,
1255.528809,0.956652972,
1255.606079,0.956550553,
1255.683228,0.956447952,
1255.760498,0.956345782,
1255.837769,0.956244227,
1255.915039,0.956142936,
1255.992432,0.956038779,
1256.069702,0.955935114,
1256.146973,0.955830871,
1256.224243,0.955728592,
1256.301636,0.955627319,
1256.378906,0.95552373,
1256.456299,0.955419611,
1256.533569,0.955313733,
1256.610962,0.955206445,
1256.688232,0.955099936,
1256.765625,0.954993836,
1256.843018,0.95488732,
1256.92041,0.954782337,
1256.997803,0.954676407,
1257.075195,0.954570557,
1257.15271,0.954466335,
1257.230103,0.954361831,
1257.307495,0.954257173,
1257.38501,0.954151612,
1257.462402,0.954047065,
1257.539917,0.953943768,
1257.617432,0.953841419,
1257.694946,0.953739175,
1257.772461,0.953637295,
1257.849854,0.953533255,
1257.927368,0.953429229,
1258.004883,0.953325097,
1258.08252,0.953221908,
1258.160034,0.953119201,
1258.237549,0.953014977,
1258.315063,0.95291065,
1258.3927,0.952806616,
1258.470215,0.952700455,
1258.547852,0.95259489,
1258.625488,0.952491271,
1258.703125,0.952386765,
1258.78064,0.95228226,
1258.858276,0.952176951,
1258.935913,0.952070621,
1259.01355,0.951962974,
1259.091309,0.95185331,
1259.168945,0.951743604,
1259.246704,0.951634854,
1259.324341,0.951525267,
1259.4021,0.951415073,
1259.479736,0.951304456,
1259.557495,0.951193479,
1259.635132,0.951082501,
1259.712891,0.950972489,
1259.790649,0.950863916,
1259.868408,0.950756484,
1259.946167,0.950649145,
1260.023926,0.950540448,
1260.101685,0.950430829,
1260.179565,0.95032304,
1260.257324,0.950216104,
1260.335083,0.950111317,
1260.412964,0.950005466,
1260.490723,0.949900496,
1260.568604,0.949795095,
1260.646484,0.949689524,
1260.724365,0.949583844,
1260.802246,0.94948026,
1260.880127,0.949377057,
1260.958008,0.949272305,
1261.035889,0.949166666,
1261.11377,0.949058967,
1261.191772,0.948952248,
1261.269653,0.948843317,
1261.347534,0.948733317,
1261.425537,0.948622451,
1261.50354,0.948511289,
1261.581421,0.948399022,
1261.659424,0.948286401,
1261.737427,0.948172694,
1261.81543,0.948059297,
1261.893433,0.947946836,
1261.971436,0.94783455,
1262.049438,0.947723121,
1262.127441,0.947612009,
1262.205444,0.947501284,
1262.283569,0.947389478,
1262.361572,0.947276819,
1262.439819,0.947164689,
1262.517822,0.947052818,
1262.595947,0.946939805,
1262.674072,0.946824217,
1262.752075,0.946707554,
1262.8302,0.946591077,
1262.908325,0.946472288,
1262.986572,0.94635375,
1263.064697,0.946235963,
1263.142822,0.946119209,
1263.220947,0.946002776,
1263.299194,0.945886561,
1263.377319,0.94577111,
1263.455566,0.945655919,
1263.533691,0.945541401,
1263.611938,0.945425643,
1263.690186,0.945312853,
1263.768433,0.945201228,
1263.84668,0.94508982,
1263.924927,0.944977965,
1264.003174,0.944864684,
1264.081543,0.944753966,
1264.15979,0.944643222,
1264.238159,0.944534503,
1264.316406,0.94442592,
1264.394653,0.944317376,
1264.473022,0.944208892,
1264.551392,0.944100659,
1264.629761,0.943991123,
1264.708008,0.943881274,
1264.786377,0.943771284,
1264.864746,0.943659446,
1264.943115,0.943547266,
1265.021606,0.943433696,
1265.099976,0.943320789,
1265.178345,0.943208392,
1265.256836,0.94309437,
1265.335205,0.942977012,
1265.413696,0.942860341,
1265.492065,0.9427446,
1265.570557,0.942630732,
1265.649048,0.942515342,
1265.727539,0.94240068,
1265.80603,0.942287051,
1265.884521,0.942171259,
1265.963013,0.942055274,
1266.041626,0.941940359,
1266.120117,0.941826237,
1266.198608,0.941711888,
1266.277222,0.94159567,
1266.355713,0.941478418,
1266.434326,0.941361571,
1266.512817,0.941243989,
1266.591431,0.941125472,
1266.670044,0.941009046,
1266.748657,0.940893469,
1266.827271,0.940778202,
1266.905884,0.940663701,
1266.984497,0.940549797,
1267.06311,0.940436072,
1267.141846,0.940322381,
1267.220459,0.940209488,
1267.299194,0.940096204,
1267.37793,0.939983846,
1267.456543,0.93987066,
1267.535278,0.939755189,
1267.614014,0.939640417,
1267.692749,0.939526374,
1267.771484,0.939412656,
1267.85022,0.939299701,
1267.928955,0.939185562,
1268.00769,0.939070313,
1268.086426,0.938954556,
1268.165283,0.938836468,
1268.244019,0.938715688,
1268.322876,0.938596041,
1268.401611,0.938474994,
1268.480469,0.938353993,
1268.559326,0.938230017,
1268.638184,0.938105775,
1268.716919,0.937982651,
1268.795776,0.937859925,
1268.874756,0.93773665,
1268.953613,0.937614989,
1269.032593,0.937496394,
1269.11145,0.937380266,
1269.190308,0.937263754,
1269.269287,0.937147712,
1269.348145,0.937033828,
1269.427124,0.936919247,
1269.506104,0.936804501,
1269.585083,0.936689647,
1269.66394,0.936577335,
1269.74292,0.936464278,
1269.821899,0.936351099,
1269.901001,0.936235737,
1269.97998,0.936121765,
1270.05896,0.936007358,
1270.137939,0.935893,
1270.217041,0.935779611,
1270.296021,0.935666435,
1270.375122,0.935554461,
1270.454224,0.935442635,
1270.533203,0.93533258,
1270.612427,0.935221668,
1270.691528,0.935111625,
1270.77063,0.935001543,
1270.849731,0.934889708,
1270.928833,0.934777102,
1271.007935,0.934664708,
1271.087158,0.934551263,
1271.16626,0.934438008,
1271.245483,0.934324653,
1271.324585,0.934209817,
1271.403809,0.934096753,
1271.483032,0.933981825,
1271.562134,0.93386433,
1271.641357,0.933747272,
1271.720581,0.933629903,
1271.799805,0.933512883,
1271.87915,0.933393912,
1271.958374,0.93327349,
1272.037598,0.933151858,
1272.116821,0.933031156,
1272.196167,0.932911112,
1272.275513,0.932791907,
1272.354858,0.932673457,
1272.434082,0.932554787,
1272.513428,0.932436347,
1272.592773,0.932319321,
1272.672119,0.932204438,
1272.751465,0.932090669,
1272.830811,0.931975888,
1272.910156,0.931860366,
1272.989624,0.931742104,
1273.06897,0.931623685,
1273.148315,0.931505667,
1273.227783,0.931387758,
1273.307251,0.931269964,
1273.386597,0.931149219,
1273.466064,0.931029171,
1273.545532,0.930907721,
1273.625,0.93078709,
1273.704468,0.93066763,
1273.783936,0.930547405,
1273.863525,0.930427424,
1273.942993,0.93030955,
1274.022461,0.930191937,
1274.102051,0.930073784,
1274.181519,0.929954616,
1274.261108,0.929834423,
1274.340576,0.929714943,
1274.420166,0.929596287,
1274.499756,0.929475912,
1274.579346,0.92935806,
1274.658936,0.929239486,
1274.738525,0.929118893,
1274.818115,0.928996382,
1274.897705,0.928874514,
1274.977417,0.928753958,
1275.057007,0.928632662,
1275.136597,0.928510739,
1275.216309,0.928386384,
1275.296021,0.928262306,
1275.37561,0.928137407,
1275.455322,0.928011547,
1275.535156,0.927884753,
1275.614868,0.927758534,
1275.69458,0.927632553,
1275.774292,0.927507287,
1275.854004,0.927382552,
1275.933716,0.927257767,
1276.01355,0.927135277,
1276.093262,0.927013853,
1276.173096,0.926891691,
1276.252808,0.926772279,
1276.332642,0.92665199,
1276.412476,0.926533267,
1276.49231,0.926413717,
1276.572144,0.926292109,
1276.651978,0.926170385,
1276.731812,0.926049582,
1276.811646,0.92592737,
1276.891479,0.925803217,
1276.971313,0.925677229,
1277.05127,0.925549853,
1277.131104,0.925422378,
1277.211182,0.925294834,
1277.291016,0.925167446,
1277.370972,0.925041142,
1277.450928,0.924914639,
1277.530884,0.924785367,
1277.61084,0.924657273,
1277.690796,0.924528638,
1277.770752,0.924402361,
1277.850708,0.924276038,
1277.930786,0.924151473,
1278.010742,0.924026056,
1278.09082,0.923900968,
1278.170776,0.923776425,
1278.250854,0.92365118,
1278.330933,0.923527644,
1278.410889,0.923402882,
1278.490967,0.923279676,
1278.571045,0.92315535,
1278.651123,0.923029669,
1278.731323,0.922903299,
1278.811401,0.922777468,
1278.891602,0.922649936,
1278.97168,0.922521899,
1279.05188,0.922394114,
1279.131958,0.922265887,
1279.212158,0.922137792,
1279.292358,0.922008501,
1279.372437,0.921880136,
1279.452637,0.921751825,
1279.532837,0.921622892,
1279.613037,0.921492991,
1279.693359,0.921364128,
1279.77356,0.921235493,
1279.85376,0.921108678,
1279.93396,0.92098239,
1280.014282,0.920855999,
1280.094482,0.920727782,
1280.174805,0.920599171,
1280.255127,0.920471409,
1280.335449,0.920345966,
1280.415771,0.920221036,
1280.496094,0.920094833,
1280.576416,0.919967992,
1280.656738,0.919838844,
1280.737183,0.919711473,
1280.817505,0.919584417,
1280.897827,0.919460622,
1280.978271,0.919336881,
1281.058594,0.919214416,
1281.139038,0.919090287,
1281.219482,0.918965169,
1281.299805,0.918841739,
1281.380249,0.918716821,
1281.460693,0.918592857,
1281.541138,0.918466666,
1281.621582,0.918340424,
1281.702148,0.918214218,
1281.782593,0.918087188,
1281.863037,0.917957287,
1281.943604,0.917827747,
1282.024048,0.917700006,
1282.104614,0.917572743,
1282.185181,0.91744677,
1282.265747,0.917320989,
1282.346313,0.917193685,
1282.42688,0.917066843,
1282.507446,0.916937958,
1282.588013,0.916811591,
1282.668579,0.916686948,
1282.749146,0.916563077,
1282.829834,0.916437963,
1282.9104,0.916311775,
1282.991089,0.916184818,
1283.071655,0.916057357,
1283.152344,0.915931733,
1283.233032,0.91580481,
1283.313721,0.915678155,
1283.394409,0.91554966,
1283.475098,0.915420587,
1283.555786,0.9152904,
1283.636475,0.91516004,
1283.717163,0.915028661,
1283.797974,0.914899317,
1283.878784,0.914770799,
1283.959473,0.914641525,
1284.040283,0.914511667,
1284.121094,0.914381672,
1284.201782,0.91424915,
1284.282593,0.914117786,
1284.363403,0.913986981,
1284.444214,0.913857712,
1284.525024,0.913729982,
1284.605957,0.913602479,
1284.686768,0.913474056,
1284.767578,0.913345635,
1284.848511,0.91321787,
1284.929321,0.913089408,
1285.010254,0.912962018,
1285.091187,0.912833389,
1285.171997,0.912704188,
1285.25293,0.912574317,
1285.333862,0.912445862,
1285.414795,0.912316865,
1285.495728,0.912189546,
1285.576782,0.912063049,
1285.657715,0.911938082,
1285.73877,0.911813967,
1285.819702,0.911689369,
1285.900757,0.911564097,
1285.981689,0.911439721,
1286.062744,0.911314806,
1286.143799,0.911189126,
1286.224854,0.911063813,
1286.305908,0.910937532,
1286.386963,0.910811285,
1286.468018,0.910683188,
1286.549072,0.910556835,
1286.630127,0.910432434,
1286.711304,0.910308532,
1286.792358,0.910184843,
1286.873535,0.910060979,
1286.95459,0.909935967,
1287.035767,0.909810158,
1287.116943,0.909683745,
1287.19812,0.909558229,
1287.279297,0.909434055,
1287.360474,0.909308774,
1287.44165,0.909183656,
1287.522949,0.909058981,
1287.604126,0.90893402,
1287.685303,0.9088081,
1287.766602,0.908681361,
1287.847778,0.908551903,
1287.929077,0.90842261,
1288.010376,0.908291576,
1288.091675,0.908161088,
1288.172852,0.90803024,
1288.25415,0.907898309,
1288.335449,0.907765226,
1288.41687,0.907631148,
1288.498169,0.907497292,
1288.579468,0.907362872,
1288.660767,0.907230957,
1288.742188,0.907098074,
1288.823486,0.906965588,
1288.905029,0.906831433,
1288.986328,0.906698336,
1289.067749,0.906565296,
1289.14917,0.906434189,
1289.230591,0.906302979,
1289.312012,0.906172441,
1289.393433,0.906043258,
1289.474976,0.905913547,
1289.556396,0.905783174,
1289.637817,0.905652292,
1289.71936,0.9055229,
1289.800781,0.905393789,
1289.882324,0.905264696,
1289.963867,0.905135388,
1290.04541,0.905006512,
1290.126831,0.904877404,
1290.208374,0.904749336,
1290.289917,0.90462021,
1290.371582,0.904492487,
1290.453125,0.904363673,
1290.534668,0.904232217,
1290.616333,0.904099368,
1290.697998,0.903966623,
1290.779541,0.903833283,
1290.861206,0.903700414,
1290.942871,0.903568051,
1291.024536,0.903436087,
1291.106201,0.903305508,
1291.187866,0.903173885,
1291.269531,0.903043899,
1291.351196,0.902915562,
1291.432861,0.902786818,
1291.514526,0.902658438,
1291.596313,0.902529441,
1291.677979,0.90240047,
1291.759766,0.902272654,
1291.841553,0.902142923,
1291.923218,0.902013729,
1292.005005,0.901886798,
1292.086792,0.901760555,
1292.168579,0.901635009,
1292.250366,0.901510559,
1292.332275,0.901384729,
1292.414063,0.901259309,
1292.495972,0.901132955,
1292.577759,0.901005837,
1292.659668,0.900878364,
1292.741455,0.900750613,
1292.823364,0.90062261,
1292.905273,0.900493392,
1292.987183,0.900365419,
1293.069092,0.900236341,
1293.151001,0.900108224,
1293.23291,0.899978456,
1293.314819,0.899847753,
1293.396729,0.899713975,
1293.47876,0.899579622,
1293.560669,0.89944428,
1293.6427,0.899307111,
1293.724609,0.899170648,
1293.806641,0.899032975,
1293.888672,0.898895639,
1293.970703,0.89875772,
1294.052734,0.898620209,
1294.134766,0.898482516,
1294.216919,0.898345383,
1294.29895,0.898207315,
1294.380981,0.898069174,
1294.463013,0.897932436,
1294.545166,0.897795948,
1294.627319,0.897658274,
1294.709351,0.897520852,
1294.791504,0.897383862,
1294.873657,0.897246587,
1294.955811,0.897110785,
1295.037964,0.896976228,
1295.120117,0.896842202,
1295.202271,0.896710009,
1295.284424,0.896575567,
1295.366577,0.896440423,
1295.448853,0.896306261,
1295.531006,0.896173046,
1295.613281,0.89603951,
1295.695557,0.895906695,
1295.777832,0.895772777,
1295.860107,0.895637957,
1295.942383,0.895504161,
1296.024658,0.895367294,
1296.106934,0.895231957,
1296.189209,0.895096314,
1296.271606,0.89495929,
1296.353882,0.894821897,
1296.436157,0.894686124,
1296.518555,0.894551268,
1296.60083,0.894417667,
1296.683228,0.894284973,
1296.765625,0.894153003,
1296.848022,0.894021857,
1296.93042,0.893890488,
1297.012817,0.893758033,
1297.095215,0.893624867,
1297.177612,0.893490296,
1297.260132,0.893354529,
1297.342529,0.89321899,
1297.425049,0.893082917,
1297.507568,0.892947255,
1297.589966,0.892810909,
1297.672485,0.892674664,
1297.755005,0.892536466,
1297.837524,0.892397424,
1297.920044,0.89225799,
1298.002563,0.892118248,
1298.085083,0.891978879,
1298.167603,0.891839673,
1298.250244,0.89170064,
1298.332764,0.891560358,
1298.415405,0.891420342,
1298.497925,0.891281314,
1298.580566,0.891144619,
1298.663208,0.891009831,
1298.745728,0.89087447,
1298.828369,0.890738028,
1298.911011,0.89059962,
1298.993774,0.890461215,
1299.076416,0.890321641,
1299.15918,0.890183288,
1299.241821,0.890046915,
1299.324585,0.889911147,
1299.407227,0.889774503,
1299.48999,0.889636992,
1299.572632,0.889500945,
1299.655396,0.889365961,
1299.738159,0.88923268,
1299.820923,0.889097827,
1299.903687,0.888962745,
1299.98645,0.88882719,
1300.069336,0.888688751,
1300.1521,0.888549386,
1300.234863,0.888410087,
1300.317749,0.888271555,
1300.400513,0.888132695,
1300.483398,0.887994897,
1300.566284,0.887855607,
1300.64917,0.887715889,
1300.732056,0.88757495,
1300.814941,0.88743536,
1300.897827,0.887297311,
1300.980835,0.887159714,
1301.063721,0.887023992,
1301.146606,0.886887553,
1301.229614,0.886752777,
1301.3125,0.886617671,
1301.395508,0.886483371,
1301.478394,0.886350715,
1301.561401,0.886219679,
1301.644409,0.886088397,
1301.727417,0.88595648,
1301.810425,0.885823856,
1301.893433,0.885690085,
1301.976563,0.885555667,
1302.05957,0.885421316,
1302.142578,0.885287254,
1302.225708,0.885152777,
1302.308716,0.885016985,
1302.391846,0.884881231,
1302.474976,0.884745572,
1302.558105,0.884609057,
1302.641235,0.88447096,
1302.724365,0.884333345,
1302.807495,0.884196513,
1302.890625,0.884058181,
1302.973877,0.883920368,
1303.057007,0.883783443,
1303.140137,0.883646473,
1303.223389,0.883508542,
1303.306641,0.883369451,
1303.389771,0.883228406,
1303.473022,0.883089036,
1303.556274,0.882948796,
1303.639526,0.882808529,
1303.722778,0.882666891,
1303.80603,0.882525299,
1303.889282,0.882384059,
1303.972656,0.882244951,
1304.055908,0.882108813,
1304.139282,0.881974463,
1304.222534,0.881843825,
1304.30603,0.88171146,
1304.389282,0.881576366,
1304.472656,0.881441066,
1304.55603,0.881306961,
1304.639404,0.881171304,
1304.722778,0.881035047,
1304.806152,0.880897626,
1304.889648,0.88075921,
1304.973022,0.880618148,
1305.056396,0.880475524,
1305.139893,0.880333941,
1305.223389,0.880195031,
1305.306763,0.880056268,
1305.390259,0.879918133,
1305.473755,0.879779686,
1305.557251,0.879640712,
1305.640747,0.879500751,
1305.724243,0.879360321,
1305.807739,0.879221811,
1305.891357,0.879085049,
1305.974976,0.878949275,
1306.058472,0.87881309,
1306.14209,0.878676325,
1306.225708,0.878541086,
1306.309204,0.878405216,
1306.392822,0.878268103,
1306.47644,0.878131437,
1306.560059,0.87799536,
1306.643677,0.877859614,
1306.727295,0.877723465,
1306.811035,0.877586691,
1306.894653,0.877450152,
1306.978394,0.877315181,
1307.062012,0.877178095,
1307.145752,0.877043104,
1307.229492,0.876908096,
1307.31311,0.876774173,
1307.396851,0.876640535,
1307.480591,0.876504737,
1307.564331,0.876369009,
1307.648071,0.876233086,
1307.731934,0.876097656,
1307.815796,0.875961981,
1307.899536,0.875825858,
1307.983398,0.875688504,
1308.067139,0.875552206,
1308.151001,0.875415356,
1308.234863,0.875277745,
1308.318726,0.875140813,
1308.402588,0.875001664,
1308.48645,0.874863402,
1308.570313,0.874724391,
1308.654175,0.874585157,
1308.738037,0.874447351,
1308.822021,0.874309789,
1308.905884,0.874172053,
1308.989868,0.874033407,
1309.07373,0.873892664,
1309.157715,0.873750732,
1309.241699,0.87361007,
1309.325684,0.873469087,
1309.409668,0.873326947,
1309.493774,0.873185048,
1309.577759,0.873043011,
1309.661743,0.872903526,
1309.74585,0.872764389,
1309.829834,0.872625985,
1309.91394,0.87248801,
1309.997925,0.872349793,
1310.082031,0.872210859,
1310.166138,0.872069967,
1310.250244,0.871931403,
1310.334351,0.871791528,
1310.418457,0.871650313,
1310.502563,0.871508059,
1310.58667,0.871366184,
1310.670776,0.871222104,
1310.755005,0.871077905,
1310.839111,0.870935001,
1310.92334,0.870792752,
1311.007568,0.870650575,
1311.091797,0.87050761,
1311.176025,0.870365762,
1311.260254,0.870223786,
1311.344482,0.870080606,
1311.428711,0.869936806,
1311.512939,0.869796794,
1311.59729,0.869659886,
1311.681519,0.869524078,
1311.765869,0.869387679,
1311.850098,0.869251748,
1311.934448,0.869115506,
1312.018799,0.868977769,
1312.103149,0.868841633,
1312.187378,0.868704449,
1312.271851,0.868567796,
1312.356201,0.868430264,
1312.440552,0.868290473,
1312.524902,0.868150049,
1312.609375,0.868010579,
1312.693726,0.867874296,
1312.778198,0.867738378,
1312.862549,0.867603041,
1312.947144,0.867466855,
1313.031494,0.867331503,
1313.115967,0.867195113,
1313.200439,0.867058326,
1313.284912,0.866922713,
1313.369507,0.866787023,
1313.453979,0.866650592,
1313.538452,0.86651147,
1313.623047,0.866372572,
1313.70752,0.866233339,
1313.792114,0.866091785,
1313.876709,0.865951006,
1313.961182,0.865811361,
1314.045776,0.865671643,
1314.130371,0.865531053,
1314.214966,0.865390723,
1314.299683,0.865252293,
1314.384277,0.865115371,
1314.468872,0.864979071,
1314.553589,0.864841894,
1314.638184,0.864705176,
1314.7229,0.864567988,
1314.807617,0.864430052,
1314.892334,0.864290088,
1314.977051,0.864149838,
1315.061768,0.864008524,
1315.146484,0.863867375,
1315.231201,0.863726277,
1315.315918,0.863584054,
1315.400635,0.863444005,
1315.485474,0.86330639,
1315.57019,0.863167695,
1315.655029,0.863029877,
1315.739868,0.862892142,
1315.824585,0.862754631,
1315.909424,0.862617275,
1315.994263,0.862478965,
1316.079102,0.862340692,
1316.16394,0.86220305,
1316.248901,0.862066723,
1316.33374,0.86193057,
1316.418701,0.861794383,
1316.503662,0.86165727,
1316.588501,0.861521354,
1316.673462,0.861385295,
1316.758423,0.861248925,
1316.843262,0.861111515,
1316.928223,0.860972221,
1317.013184,0.860833249,
1317.098267,0.860692132,
1317.183228,0.860551359,
1317.268188,0.860412116,
1317.353149,0.860274365,
1317.438232,0.860136421,
1317.523193,0.859998722,
1317.608276,0.859859994,
1317.693359,0.859720638,
1317.778442,0.859582933,
1317.863525,0.859444616,
1317.948608,0.859308511,
1318.033691,0.859170408,
1318.118774,0.859032831,
1318.203979,0.858894324,
1318.289063,0.858757816,
1318.374268,0.85862135,
1318.459351,0.858487636,
1318.544556,0.858354812,
1318.629761,0.858221287,
1318.714966,0.858087806,
1318.800049,0.857953619,
1318.885254,0.857818977,
1318.970581,0.857683234,
1319.055786,0.857550262,
1319.140991,0.857416916,
1319.226196,0.857284374,
1319.311523,0.857149037,
1319.396729,0.857012095,
1319.482056,0.856875571,
1319.567383,0.856738765,
1319.65271,0.85660068,
1319.738037,0.856463365,
1319.823364,0.856327513,
1319.908691,0.85618867,
1319.994141,0.856046975,
1320.079468,0.855905081,
1320.164795,0.855766235,
1320.250244,0.855629206,
1320.335571,0.855492142,
1320.421021,0.855357574,
1320.50647,0.855221794,
1320.591797,0.855087045,
1320.677246,0.854950655,
1320.762695,0.854813532,
1320.848145,0.854677645,
1320.933716,0.854540618,
1321.019165,0.854403097,
1321.104614,0.85426536,
1321.190186,0.854126979,
1321.275635,0.85398653,
1321.361206,0.853846993,
1321.446655,0.853705328,
1321.532227,0.853565187,
1321.617798,0.853425253,
1321.703491,0.853284774,
1321.789063,0.853143704,
1321.874634,0.853001831,
1321.960205,0.852860828,
1322.045898,0.85272137,
1322.13147,0.852582929,
1322.217163,0.852447678,
1322.302734,0.852312182,
1322.388428,0.852174317,
1322.474121,0.852036625,
1322.559814,0.85189942,
1322.645508,0.851764268,
1322.731201,0.851629395,
1322.816895,0.851493461,
1322.902588,0.851354251,
1322.988403,0.851214643,
1323.074097,0.851075345,
1323.159912,0.850937768,
1323.245605,0.850802312,
1323.331421,0.850668699,
1323.417236,0.850535149,
1323.503174,0.850401246,
1323.588989,0.850265705,
1323.674805,0.850130812,
1323.76062,0.849998714,
1323.846436,0.84986703,
1323.932251,0.849732243,
1324.018188,0.849599424,
1324.104004,0.849465232,
1324.189941,0.849329618,
1324.275879,0.849193599,
1324.361816,0.849057361,
1324.447632,0.848921853,
1324.533569,0.848785552,
1324.619629,0.848647907,
1324.705566,0.848508747,
1324.791504,0.848371153,
1324.877441,0.84823423,
1324.963501,0.848098672,
1325.049438,0.847963477,
1325.135498,0.847830042,
1325.221558,0.847696772,
1325.307617,0.847562707,
1325.393677,0.847429995,
1325.479736,0.847298542,
1325.565796,0.847167976,
1325.651978,0.847036393,
1325.738037,0.8469049,
1325.824097,0.846773084,
1325.910278,0.846642374,
1325.996338,0.846512118,
1326.08252,0.846382426,
1326.168701,0.846254499,
1326.254761,0.846125277,
1326.340942,0.845989296,
1326.427124,0.845847761,
1326.513306,0.845705037,
1326.599609,0.845559861,
1326.685791,0.845413473,
1326.771973,0.845265957,
1326.858276,0.845117915,
1326.944458,0.844968626,
1327.030884,0.844818576,
1327.117065,0.844667823,
1327.203369,0.844524119,
1327.289673,0.844386116,
1327.375977,0.84425039,
1327.46228,0.844115675,
1327.548706,0.843980728,
1327.63501,0.843846462,
1327.721313,0.843712047,
1327.807739,0.843578525,
1327.894043,0.843446296,
1327.980469,0.843313993,
1328.066895,0.843179163,
1328.15332,0.843044256,
1328.239746,0.842908736,
1328.326172,0.842770531,
1328.412598,0.84263232,
1328.499023,0.842494082,
1328.585449,0.842355697,
1328.671997,0.842217798,
1328.758423,0.842079453,
1328.844971,0.841941739,
1328.931519,0.841805072,
1329.018066,0.841668559,
1329.104614,0.841531164,
1329.191162,0.841395152,
1329.27771,0.841259511,
1329.364258,0.841123537,
1329.450806,0.8409865,
1329.537476,0.840849382,
1329.624023,0.840710326,
1329.710571,0.840572719,
1329.797241,0.840436817,
1329.883911,0.840300179,
1329.970581,0.840165851,
1330.057129,0.840031581,
1330.143799,0.83989805,
1330.230591,0.839765585,
1330.317261,0.839635999,
1330.403931,0.839504121,
1330.490601,0.839372349,
1330.577393,0.839237349,
1330.664185,0.839100257,
1330.750977,0.838962602,
1330.837646,0.838820874,
1330.924438,0.838679857,
1331.01123,0.838538714,
1331.098022,0.838395066,
1331.184814,0.838247635,
1331.271606,0.838100044,
1331.358521,0.837953529,
1331.445313,0.837810766,
1331.532104,0.837668428,
1331.619019,0.837523648,
1331.705933,0.837379672,
1331.792725,0.837233187,
1331.879639,0.837082893,
1331.966553,0.836929769,
1332.053467,0.836776959,
1332.140381,0.83662382,
1332.227295,0.836468195,
1332.314331,0.836309644,
1332.401367,0.836149805,
